Normalized text	Document Number	Alternate Numbering	UUID	Person ID	QUOTE_TRANSCRIPTION	Supplemental naming	COMMENTS	LAT	LNG	TAGS	Unhandled Tags 2	Named by	Scribe	Principal	Witness	Dead	Gender
Pope John XXII	HCM 1766		d1e24c32-f9a5-4571-be49-e5e587c22574	315f9317-8b80-47ff-a6f9-7fa534a50ef8	Pope John XXII					Clerical	Clerical						M
John abbot of Wigmore	HCM 1766		548dcec4-37f1-4d15-ad2a-25a12a6e061c	548dcec4-37f1-4d15-ad2a-25a12a6e061c	John, abbot of Wygemore, collector of tithes in the city end diocese of Herefor	collector of tithes in the city end diocese of Hereford	collector of tithes in the city and diocese of Hereford			Principal|Clerical|Agent	Clerical|Agent			Principal			M
dean and chapter of Hereford	HCM 1766		464a5595-0239-49a6-82fa-ea2d6a8171af	c5a27237-f2d1-40ec-976a-f21d8fbb4ff2	Dean and chapter of Hereford.	dean and chapter of Hereford				Principal|Collective|Clerical	Clerical	Collective		Principal			M
King Edward II	HCM 1766		a8624540-9b7e-4372-b9a6-b4d4e10a262c	d4581268-48f2-45c8-8655-11affadc8472	Edward, King of England	King of England											
Henry de Wolles	HCM 1767		1084cc32-d396-4f52-ae36-582b2a9545ba	1084cc32-d396-4f52-ae36-582b2a9545ba	henry de wolles,					Principal				Principal			M
Walter Joye	HCM 1767		137c5178-4b14-4107-ae9b-298710564045	137c5178-4b14-4107-ae9b-298710564045	Walter Joye, chaplain	chaplain	concerns tenements in Gower			Principal|Clerical	Clerical			Principal			M
John de Avne(?)	HCM 1767		1ab1caae-cbbd-48cb-8144-c7f9e224bfcf	1ab1caae-cbbd-48cb-8144-c7f9e224bfcf	John de Avne(?)					Principal				Principal			M
Llewelyn de Hunteley	HCM 1767		1cfafb6f-8dbc-4b74-89ec-10f01d115bb8	1cfafb6f-8dbc-4b74-89ec-10f01d115bb8	Liewelyn de Hunteley,					Principal				Principal			M
John ap Waltier	HCM 1767		1d4641cf-43fb-4108-8a56-23430f89902b	1d4641cf-43fb-4108-8a56-23430f89902b	John ep Waltier,					Principal				Principal			M
Isabella daughter of John de Langeton	HCM 1767		1d5234e0-5d0f-4a0f-a1df-221ebf6e58d2	1d5234e0-5d0f-4a0f-a1df-221ebf6e58d2	isabella his daughter		daughter to John de Langeton			Principal|Woman				Principal			W
Thomas Perkyn	HCM 1767		27e2deb8-b429-448e-90d2-da34ab27c26d	27e2deb8-b429-448e-90d2-da34ab27c26d	Thomas Perkyn					Principal				Principal			M
Thomas de Sheynton	HCM 1767		2b24ae5d-fdb5-4cdd-8e82-c1f926898c49	2b24ae5d-fdb5-4cdd-8e82-c1f926898c49	Thomas de Sheynton'		(second) husband to Alice, formerly wife of Roger son of Roger Ragoun			Principal				Principal			M
Richard Scurlagge	HCM 1767		2f12923c-9c35-442b-a26b-d8507ca19447	2f12923c-9c35-442b-a26b-d8507ca19447	Richard Scurlagge,					Principal				Principal			M
Walter father of John & David ap Waltier	HCM 1767		2f945801-ee56-48f5-a790-605c93f0ae0e	2f945801-ee56-48f5-a790-605c93f0ae0e	Waltier,		father to John ap Waltier|also to David ap Waltier			Patronymic	Patronymic						M
Thomas de Avene	HCM 1767		2fce7295-f169-47f9-9476-1b2c768f5cb7	2fce7295-f169-47f9-9476-1b2c768f5cb7	Thomas de Avene					Principal				Principal			M
Roger de Chaundos	HCM 1767		551e731e-4637-4428-9d82-241fc8dd88c5	39aa7c46-a935-4965-8dd6-28b4bf48dcc2	sheriff of Herefordshire	sheriff of Herefordshire	(per HCM 2685)			Agent|Office	Agent	Office					M
Thomas Heyne	HCM 1767		3a7ba75d-d576-4c56-af7a-d2d557dea646	3a7ba75d-d576-4c56-af7a-d2d557dea646	Thomas Heyne					Principal				Principal			M
Llewelyn ap Yevan	HCM 1767		3c66c2b5-fcfc-4cda-8037-0328197f039d	3c66c2b5-fcfc-4cda-8037-0328197f039d	Llewelyn ap Yevan					Principal				Principal			M
John le Sumnor	HCM 1767		3f0a73f7-4f81-4560-9acb-dfcd4819a636	3f0a73f7-4f81-4560-9acb-dfcd4819a636	John le Sumnor					Principal				Principal			M
William le Hunte	HCM 1767		49dd44c2-c3c9-4d81-a1b8-f2f437efa6fd	49dd44c2-c3c9-4d81-a1b8-f2f437efa6fd	William le Hunte,		cf Wm the Hunter p531; also p173-4			Principal				Principal			M
Daukynn' Yewyn	HCM 1767		4c6c6adc-12bb-42ab-a296-bb8c42b83f00	4c6c6adc-12bb-42ab-a296-bb8c42b83f00	Daukynn' Yewyn					Principal				Principal			M
William le Noreys	HCM 1767		4c7ee0db-c742-4c8f-a909-54bc9297da57	4c7ee0db-c742-4c8f-a909-54bc9297da57	William his brother,	brother to John 	brother to John le Noreys; cf Emma, vicinity Breynton?			Principal				Principal			M
Robert de Shengelton'	HCM 1767		4f664801-35d6-40f3-b760-f16f64e51441	4f664801-35d6-40f3-b760-f16f64e51441	Robert de Shengelton'					Principal				Principal			M
David Thleget	HCM 1767		500c80fe-9156-4cc5-8a45-b1115ba0d09d	500c80fe-9156-4cc5-8a45-b1115ba0d09d	Davia Thleget					Principal				Principal			M
Thomas ap Aram	HCM 1767		517f4478-2167-4153-95c5-a573b7e1148b	517f4478-2167-4153-95c5-a573b7e1148b	Thomas ap Aram\’)		Thomas ap Aram (?) [per typescript]			Principal				Principal			M
King Edward III	HCM 1767		1d2159b9-6bfb-49d8-a992-6541f2d81853	518568ab-fc48-4fe9-9c26-659db6090111	Edward III					Principal|Adjudicator	Adjudicant			Principal			M
David Scurlagg'	HCM 1767		51cb13c6-3483-4e3e-b288-47ddbc4c8b8d	51cb13c6-3483-4e3e-b288-47ddbc4c8b8d	David Scurlagg',					Principal				Principal			M
John Kenewrek'	HCM 1767		52b77c06-33bd-439a-8c1d-1b7aeda9030d	52b77c06-33bd-439a-8c1d-1b7aeda9030d	John Kenewrek',					Principal				Principal			M
William Helpeston	HCM 1767		554630b1-8aa0-4686-9f5a-253c9efb6da3	554630b1-8aa0-4686-9f5a-253c9efb6da3	William Helpeston',					Principal				Principal			M
John le Lougharne	HCM 1767		5a642857-a959-48f9-8a0f-582a5776a396	5a642857-a959-48f9-8a0f-582a5776a396	John his son,	son of Bartholomew le Lougharne	son to Bartholomew le Lougharne; Welsh locative, Laugharne (Lacharn), Carmarthens?			Principal				Principal			M
Walter Beneyt	HCM 1767		6da623e6-40c8-41b2-8ebd-3029c24a2dd9	6da623e6-40c8-41b2-8ebd-3029c24a2dd9	Walter Beneyt					Principal				Principal			M
John Kyst	HCM 1767		73d5c492-f50a-403d-aea0-2a10cb8d900b	73d5c492-f50a-403d-aea0-2a10cb8d900b	John Kyst’ (or Kyft'					Principal				Principal			M
Thomas Carnwarch'lan	HCM 1767		74a9678b-20be-4918-96d9-d7bcc2949782	74a9678b-20be-4918-96d9-d7bcc2949782	Thomas his son,	son of John Carnwarch'lan	Carmarthen, Wales			Principal				Principal			M
William Voghen ap Philip ap Howel	HCM 1767		7ad4f9d1-1eb6-41db-b738-7517348b0a62	7ad4f9d1-1eb6-41db-b738-7517348b0a62	William Voghen ap Phillip ap Howel		William Voghen ap Phillip ap Howel			Principal				Principal			M
Alice wife of Roger son of Roger Ragoun	HCM 1767		7d8d7941-4f5e-4f7d-b9ba-ceb7ca11f6ea	7d8d7941-4f5e-4f7d-b9ba-ceb7ca11f6ea	Alice his wife,	his wife	wife to Roger son of Roger Ragoun|remarries Thomas de Sheynton (following death of Roger)			Principal|Woman				Principal			W
John Dounharri	HCM 1767		82849244-99f6-4c81-a4ef-ac4985d56298	82849244-99f6-4c81-a4ef-ac4985d56298	John Dounharri,					Principal				Principal			M
Bartholomew le Lougharne	HCM 1767		8d3c3940-965f-4c74-b4f9-6883ed6d497c	8d3c3940-965f-4c74-b4f9-6883ed6d497c	Bartholomew le Lougharne	father to John				Principal				Principal			M
David ap Waltier	HCM 1767		8d5e51e4-a3e1-4002-ad3f-f85f3f1fa93e	8d5e51e4-a3e1-4002-ad3f-f85f3f1fa93e	David ap Waltier					Principal				Principal			M
Roger Ragoun II	HCM 1767		9de90c8d-edab-48b0-928e-f94cab7984d5	9de90c8d-edab-48b0-928e-f94cab7984d5	Koger, son of Roger Ragoun	son of Roger Ragoun	Roger|husband to Alice			Principal|Dead		Parent		Principal		Dead	M
Thomas ap Eynon	HCM 1767		9f8ab58b-5a90-4153-ae60-1ff8bed92dca	9f8ab58b-5a90-4153-ae60-1ff8bed92dca	mA S 8p Kynon		Thomas ap Eynon			Principal				Principal			M
John le Noreys	HCM 1767		ac8f7e0b-bb8b-4441-bf12-844685ca74e8	ac8f7e0b-bb8b-4441-bf12-844685ca74e8	John le Noreys	brother to William	rel to Emma le Noreys (son, probably)			Principal				Principal			M
William Theu	HCM 1767		ad77b996-c627-4177-8652-e2e5d91deb0c	ad77b996-c627-4177-8652-e2e5d91deb0c	wiliitom Theu					Principal				Principal			M
Walter Smyth	HCM 1767		af7b25b6-280a-4fd6-8493-9f7869da9fde	af7b25b6-280a-4fd6-8493-9f7869da9fde	Walter Smyth, chaplain	chaplain				Principal|Clerical	Clerical			Principal			M
Hamo Turberville	HCM 1767		b3c1d35f-01ce-405e-a23e-d86bac2605dd	b3c1d35f-01ce-405e-a23e-d86bac2605dd	Hemo Turbelvill',					Principal				Principal			M
Richard le Lange	HCM 1767		b5e22858-dfd0-441a-9389-ac303947ee65	b5e22858-dfd0-441a-9389-ac303947ee65	fiichard le Lange,		vicinity of Swansea, Gower, etc			Principal				Principal			M
Joanna wife of John de Langeton	HCM 1767		b7187077-94cd-4175-b6d5-5a86a31eb1a3	b7187077-94cd-4175-b6d5-5a86a31eb1a3	Joanna his wife		wife to John de Langeton'			Principal|Woman				Principal			W
Bevia ap Eneas	HCM 1767		b7ec39ba-1f46-47eb-91b7-a6bd900cf26a	b7ec39ba-1f46-47eb-91b7-a6bd900cf26a	bevia ap Eneas		David ap Eneas			Principal				Principal			M
Maurice Quar de Kelvay	HCM 1767		bb061ed2-9f0c-4c1c-a441-82178dde9594	bb061ed2-9f0c-4c1c-a441-82178dde9594	Maurice Quar de Kelvay					Principal				Principal			M
John ap Wylum	HCM 1767		be0e3d6e-cb1a-46c2-8ced-5dee7d239e5c	be0e3d6e-cb1a-46c2-8ced-5dee7d239e5c	John ep tye ox		John ap Wylym			Principal				Principal			M
John Carnwarch'len	HCM 1767		c07db490-87c4-42ae-ae26-4bae38c02349	c07db490-87c4-42ae-ae26-4bae38c02349	John Carnwarch'len	father to Thomas				Principal				Principal			M
Griffin Keithlyn	HCM 1767		c0b89e78-0d73-4131-ba92-2d53a0b4170c	c0b89e78-0d73-4131-ba92-2d53a0b4170c	Griffin Keithlyn					Principal				Principal			M
Robert Kygour	HCM 1767		c333be0f-d1a8-42e3-a4fd-b8a7a56a0504	c333be0f-d1a8-42e3-a4fd-b8a7a56a0504	Robert Kygour					Principal				Principal			M
John Dunwrenche	HCM 1767		c56b0e30-70f3-44cf-8862-69cb02bb9d35	c56b0e30-70f3-44cf-8862-69cb02bb9d35	John bunwrenche,		Dunwrenche			Principal				Principal			M
Galfridus le Scrop	HCM 1767		ca64b100-a74d-4981-a8e5-e084b465a037	ca64b100-a74d-4981-a8e5-e084b465a037	G. ce Serop at Westminster.		cf Parliament at Westminster Midsummer 1321			Witness					Witness		M
Robert Blakeneye	HCM 1767		d553d76a-b7d8-442f-8c35-8a8c06881bb8	d553d76a-b7d8-442f-8c35-8a8c06881bb8	Robert Blakeneye,					Principal				Principal			M
John de Langeton	HCM 1767		d64fe12f-ad16-4440-a5c8-476b0093c102	d64fe12f-ad16-4440-a5c8-476b0093c102	John de Langeton',					Principal				Principal			M
Hugh Launtel'	HCM 1767		d730a97f-db23-44ad-b7e6-bd9c7ceec37f	d730a97f-db23-44ad-b7e6-bd9c7ceec37f	Hugh Launtel',					Principal				Principal			M
Richard Kyst	HCM 1767		dd90c554-4e8c-4077-b386-85caafc06ec9	dd90c554-4e8c-4077-b386-85caafc06ec9	Richard Kyst (or Kyft)					Principal				Principal			M
William Kygour	HCM 1767		de442714-c8ff-4ef7-b9e7-e98e6fa8c85e	de442714-c8ff-4ef7-b9e7-e98e6fa8c85e	William Kygour,					Principal				Principal			M
Morgen Thloyd	HCM 1767		eb68ebbb-4475-4a24-ba70-8895e56b11df	eb68ebbb-4475-4a24-ba70-8895e56b11df	Morgen Thloyd					Principal				Principal			M
Eneas father of Bevia	HCM 1767		f14f6c3a-3618-4c4b-aed0-4f2f2dba814a	f14f6c3a-3618-4c4b-aed0-4f2f2dba814a	Eneas		father to Bevia ap Eneas			Patronymic	Patronymic						M
Roger Ragoun I	HCM 1767		1ee76c8c-f66f-46ed-89ae-a39b99348417	f3957cee-c736-47c1-ba3a-6baab14f3f42	Roger Ragoun		father to Roger son of Roger Ragoun			Patronymic	Patronymic						M
Yevan father of David & Llewelyn	HCM 1767		f6f41633-a2b4-441c-9896-c5e760e8d27d	f6f41633-a2b4-441c-9896-c5e760e8d27d	Yevan		father to Llewelyn|also to David; 			Patronymic	Patronymic						M
David ap Yevan	HCM 1767		f6ff5115-f4f1-49aa-ba2a-dff4f62782c7	f6ff5115-f4f1-49aa-ba2a-dff4f62782c7	Davia ap Yevan,					Principal				Principal			M
Thomas de Sheynton	HCM 1767-em1		0bee7e57-ee21-450d-8e7e-9f268f4d1f46	2b24ae5d-fdb5-4cdd-8e82-c1f926898c49	Thomas de Sheynton'		second husband to Alice,			Principal				Principal			M
Roger de Chaundos	HCM 1767-em1		c7a31a0c-cf04-499b-ad18-872a5b5750e3	39aa7c46-a935-4965-8dd6-28b4bf48dcc2	sheriff of the county of Hereford	sheriff of Herefordshire				Principal|Office|Agent	Agent	Office		Principal			M
King Edward III	HCM 1767-em1		19f4fe69-75ca-4358-bc19-672fc5984d90	518568ab-fc48-4fe9-9c26-659db6090111	Edward III					Principal				Principal			M
Alice wife of Thomas de Sheynton	HCM 1767-em1		9049314b-839f-4ca5-bdff-85d01255d8b1	9049314b-839f-4ca5-bdff-85d01255d8b1	Alice		wife (now) to Thomas de Sheynton|formerly wife to Roger son of Roger Ragoun (now dead)			Principal|Woman				Principal			W
John de Langeton’ and all the others	HCM 1767-em1		94b13e5e-702d-4ad6-a864-d4e6f1e134ee	94b13e5e-702d-4ad6-a864-d4e6f1e134ee	John de Langeton’ and all the others		"all principals named in HCM 1767 proper (the writ, above), ie those lumped together after ""john de Langeton""|collective includes men and women"			Principal|Collective|Woman		Collective		Principal			W
Thomas de Sheynton	HCM 1767-em2		667f91cc-3bd2-4cef-8cec-9757a0a84e92	2b24ae5d-fdb5-4cdd-8e82-c1f926898c49	said Thomas and Alice		Thomas de Sheyntone and Alice his wife, who was formerly wife to Roger son of Roger Ragoun, as per HCM 1767|collective includes a woman			Principal|Collective|Woman		Collective		Principal			W
Alice wife of Thomas de Sheynton	HCM 1767-em2			2b24ae5d-fdb5-4cdd-8e82-c1f926898c491								Collective		Principal			W
Roger de Chaundos	HCM 1767-em2		cd99348f-e145-4f6d-a6c9-dafda464635d	39aa7c46-a935-4965-8dd6-28b4bf48dcc2	sheriff	sheriff of Herefordshire				Principal|Agent|Office	Agent	Office		Principal			M
King Edward III	HCM 1767-em2		ed123ef6-4bbb-4134-a9c5-a790bac2aadf	518568ab-fc48-4fe9-9c26-659db6090111	Edward III					Principal				Principal			M
John de Langeton’ and all the others	HCM 1767-em2		aa235022-86b8-4e59-82ab-61f15c913ce7	94b13e5e-702d-4ad6-a864-d4e6f1e134ee	John de Langeton' snd all the others		as in HCM 1767-em1, this collective includes all those lumped togeter with John of Langeton in 1767			Principal|Collective|Woman		Collective		Principal			W
R. de Wylughby	HCM 1767-em2		99abb13b-9ca7-4361-998a-79814f4315b6	99abb13b-9ca7-4361-998a-79814f4315b6	R, de wylughby	de wylughby				Witness					Witness		M
William de Breose	HCM 1768		d3800f4c-4791-4629-a1bb-4b3dcae767ee	22df62f6-959b-4c93-b118-a351f18a2af3	Lord of Gower	lord of Gower	Breose family?			Lease-Holder|Office		Office					M
Howel Vachan	HCM 1768		41d2890e-fa90-45d6-823c-a3598456b19d; 07b5004b-c873-4b6f-b821-050eb21979fc	41d2890e-fa90-45d6-823c-a3598456b19d	Howel Vachan; Howel vab		father to David, William and Ievan; does this say Howel Vachan?			Patronymic	Patronymic			Principal			M
William Knoyl	HCM 1768		5aa6ba5a-6be6-4e76-9153-76ed92a34e5b	55d1fdc7-cadf-4633-a7d3-6e63c7e8747c	William son of Adam Knoil	son of Adam Knoyl				Witness		Parent			Witness		M
Ievan ap Howel Vachan	HCM 1768		582dac85-2d9d-436b-b953-2a3fb47e8e6f	582dac85-2d9d-436b-b953-2a3fb47e8e6f	Ievan ap Howel Vachan,					Principal				Principal			M
John Iweyn	HCM 1768		87572c23-f322-4a15-8af6-71f9d3d882c7	644c4037-fc1b-4174-b85b-c8de888e6447	John Iweyn.					Principal				Principal			M
William ap Howel Vachan	HCM 1768		667efdf2-8857-418e-8196-ada5de978f48	667efdf2-8857-418e-8196-ada5de978f48	William ap Howel Vachan					Principal				Principal			M
John Batun	HCM 1768		b31c79af-4501-4ced-b4f2-d9d2a93acc5b	67dba6d6-45d7-44b3-a178-4ea618a5ed8d	John Batin					Witness					Witness		M
John le Sopere	HCM 1768		01fa5e2f-5def-40dc-a58d-3dd2e23b4a53	69342b27-ce77-41a0-a778-586fb24585de	John le Sopere					Witness					Witness		M
Thomas Goch	HCM 1768		78aff105-6b08-4472-8734-9effb44d0182	78aff105-6b08-4472-8734-9effb44d0182	Thomas Goch',					Witness					Witness		M
Robert Donnyng	HCM 1768		0d638bdc-12a2-4174-ac1e-3c7ab4c55636	860bc57c-e084-4167-9f1b-dbe3a7712769	Robert Donnyg',					Witness					Witness		M
Robert de Weston	HCM 1768		49f87ccc-ab96-4401-a0b0-c4cee726eff4	88b16aad-908f-4bba-8eb4-f28239077ed5	Robert de Weston'					Witness					Witness		M
steward of Gower	HCM 1768		d0f8a1db-4901-47a3-beb0-d252462769e0	8f0329f3-04a7-4dc4-a920-6a809ea15196	steward of Gower	steward of Gower				Lease-Holder|Office		Office					M
Adam Knoyl	HCM 1768		91ff7e17-1006-44c0-b8a1-dda86991e3e2	9e0b5964-7932-4599-9ba4-295e221bf7eb	Adam Knoil,	father to William				Patronymic	Patronymic						M
David ap Howel Vachan	HCM 1768		afe82a8d-ed72-4446-a450-b98af587bb74	afe82a8d-ed72-4446-a450-b98af587bb74	David ap Howel Vachan					Principal				Principal			M
Howel Vachan family's servants and tenants	HCM 1768		c1ebae7a-bbf7-4d13-ba17-583098da5908	c1ebae7a-bbf7-4d13-ba17-583098da5908	their servants and tenants of Traynmeybon Meurik and Thlaghharth' in Trayn Mawr in Gower,		servant and tenants of David, William, and Ievan ap Howel Vachan, and Howel Vab [does this say Vachan?]			Collective		Collective					M
Peter Knoyl	HCM 1768		ad18b80e-4c17-486c-8a53-c4572e53a37b	c71ef062-adaf-4bc2-90ae-8abf7f12dcf3	Peter Knoil					Witness					Witness		M
Robert Knoyl	HCM 1768		18ef5e54-5e3b-4418-b965-6c36c686ecfa	daaa7a59-5c7c-4976-8c64-e3cf685ba063	Robert Knoil					Witness|Scribe			Scribe		Witness		M
Richard de La Mar’	HCM 1768		f9c3a067-1f55-48af-a8c8-a75f589698e7	f9c3a067-1f55-48af-a8c8-a75f589698e7	Richard de La Mar’					Witness					Witness		M
Alice daughter of William Rokulf the Younger	HCM 1769		55db613d-62f9-4411-87f1-f1da0de943cf	20c02ee2-3fa4-4b57-a637-e922e0324c8e	Alice, daughter of William Rokulf*, the younger,	daughter of William Rokulf*, the younger,	nearest relative to John Iwayn			Lease-holder|Woman	Lease-holder						W
William de Breose	HCM 1769		0c3a81f1-a7cd-4a7c-8b32-ef9378be686b	22df62f6-959b-4c93-b118-a351f18a2af3	William de Brewosa, formerly lord of Gower	formerly lord of Gower	presumably, late husband to Isabella de Burgo			Dead|Lease-holder	Lease-holder					Dead	M
Isabella de Burgo	HCM 1769		4ce653f9-e0e1-4e98-9ed6-7ca862642bc2	4ce653f9-e0e1-4e98-9ed6-7ca862642bc2	Isabella de Burgo, lady of Gower,	lady of Gower,	widow of William de Breosa ?			Principal|Woman				Principal			W
John Iweyn	HCM 1769		9aedb958-2c5e-49e8-8ceb-fca3dc1ee9e2	644c4037-fc1b-4174-b85b-c8de888e6447	John Iweyn					Dead|Lease-holder	Lease-holder					Dead	M
Griffith Youghan	HCM 1769		808a008b-c136-4ca2-a7ae-e3b1fb12142c	808a008b-c136-4ca2-a7ae-e3b1fb12142c	Griffith Youghan					Lease-holder	Lease-holder						M
Griffith father of Rees	HCM 1769		b7293583-2c00-40e2-b471-94fd38d8a444	b7293583-2c00-40e2-b471-94fd38d8a444	Griffith		father of Rees ap Griffith			Patronymic	Patronymic						M
William Rokulf the Younger	HCM 1769		7eefacdc-ea07-4539-bf0c-993f6b7ab7a2	c42abae8-8276-401b-9029-c074035c37df	William Rokulf'	father to Alice				Lease-holder	Lease-holder						M
King Edward II	HCM 1769		8673d778-a9d7-4cfe-9bb3-5d2273d1f4e0	d4581268-48f2-45c8-8655-11affadc8472	Kdward II					Principal|Adjudicator	Adjudicant			Principal			M
John de Moubray	HCM 1769		298e5d06-5e60-424d-8be5-416dd19bb8a3	d8f32df9-dffb-4415-892b-9c7c0379c22a	John de Moubrays		dispossessed following rebellion in 1322			Lease-holder	Lease-holder						M
Rees ap Griffith	HCM 1769		d947df77-4e1f-49f5-ac34-525557a15879	d947df77-4e1f-49f5-ac34-525557a15879	Rees ap Griffith					Lease-holder	Lease-holder						M
Richard Wroth	HCM 1769		472279c7-edea-40df-8893-6e7beaf4062f	ddbcaf1b-ea72-4907-ae08-b21dabb11aee	Richard Wroth', formerly guardian of the Land of Gower	formerly guardian of the Land of Gower				Dead|Agent|Adjudicator	Agent|Adjudicant					Dead	M
William de Staunton	HCM 178		8bc70b5f-2440-4ebf-985b-27e8229ee1ee	038a4ad7-4e97-4aa0-8aca-0f1a4c4e25ee	William de Staupton'		husband to Margery|Staunton			Principal				Principal			M
Thomas de Moniton	HCM 178		970f3a7a-1974-4d11-93f0-4e86111b377b	27b4bfaf-f2e4-4a7f-84dd-797a06b11b8e	‘Thomas son of Hugh de Monyton’, formerly citizen  of Hereford;	formerly citizen of Hereford	father Hugh = of Hereford, Thomas = of Gloucester?			Principal		Parent		Principal			M
William de Ryonis de Gloucester II	HCM 178		3a873691-7606-4c47-a140-a7a68187b3b7	3a873691-7606-4c47-a140-a7a68187b3b7	William son of the same William		that is, William son of William de Ryonis de Gloucester			Principal		Parent		Principal			M
William Dam[...]	HCM 178		64b42c3e-7ecb-48a6-8b19-1cebc4cba4c0	64b42c3e-7ecb-48a6-8b19-1cebc4cba4c0	William Dam....., clerk,	clerk	... [typescript has ellipsis]; w, de hawe = scribe, 1346, hcm 2122 p.943			Witness|Scribe|Clerical	Clerical		Scribe		Witness		M
William de Ryonis de Gloucester I	HCM 178		394df60a-106a-4aae-b9d7-eb508d31bb91	6689e57a-5712-44fc-9a06-928888d3f6ab	William de Sreaee de Gloucestria		William de Ryonus de Gloucester--NOT Sreaee!			Principal				Principal			M
Walter Byweye	HCM 178		ca87e2a2-d6f2-4ee7-b721-c1005a83ac61; 8eeba18d-b50f-4970-9597-2af6731e5f2e	79e38193-19e6-42cf-b9a4-a4ad0f00d34e	Walter By “— skinner; ialter By Peye,	skinner	Walter By Weye, skinner; Walter By Weye			Neighbor	Neighbor				Witness		M
Margery wife of William de Stretton	HCM 178		c30ead99-f994-453b-997b-c564cca08a5c	7b71e2cc-d883-4f4e-a45a-fcd5a0ce21fb	Margery, his wife		wife to William de Staupton			Principal|Woman				Principal			W
Hugh de Monyton	HCM 178		c91a943f-a69a-46ad-ba68-c4e5f9b0f3dc	7fa6d101-5d15-4c34-93e3-9df63e5bea69	Hugh de Monyton	father to Thomas				Dead|Patronymic|Lease-holder	Lease-holder|Patronymic					Dead	M
Roger de Bristol	HCM 178		8aef22ce-f08a-4ad9-b140-4ea7079d9f4e	8aef22ce-f08a-4ad9-b140-4ea7079d9f4e	Roger de Bristoll'					Witness					Witness		M
Roger de Ledebury	HCM 178		35b94e08-5dd6-46c4-8b8a-d2da910d3803	a6a8faea-5d4c-4156-8f7c-6eaa5037471c	Roger de Ledebury					Witness					Witness		M
dean and chapter of Hereford	HCM 178		594e90d8-4ab2-4b05-827b-b428503228e7; dc8177d5-e03b-4107-a8c0-67026bdf86ba	c5a27237-f2d1-40ec-976a-f21d8fbb4ff2	church of 3t. Ethelbert of Hereford; dean and eonyeer of Hereford	dean and chapter of Hereford	(cemetary of)			Neighbor|Collective|Clerical	Clerical|Neighbor|Lease-holder	Collective					M
