Document Number	Alternate Numbering	Given At	Earliest Date	Latest Date	UUID	Person ID	PERSON + DOC	QUOTE_TRANSCRIPTION	Normalized text	Supplemental naming	TYPE	COMMENTS	LAT	LNG	TAGS	Unhandled Tags	Named by	Scribe	Principal	Witness	Dead	Gender
HCM 593		Fowehop’	1308-03-12T00:00:00Z		4fa5b4cb-d0fc-4fed-89a2-e24a7c2b82b2	4fa5b4cb-d0fc-4fed-89a2-e24a7c2b82b2	4fa5b4cb-d0fc-4fed-89a2-e24a7c2b82b2;HCM 593	Hugh, the grantor's brother,	Hugh brother of Philip son of Robert le Park	the grantor's brother	PERSON	brother to Philip son of Robert le Park|also presum. brother to Richard brother to Philip|also presum. son of Robert le Park and Lucy			Principal				Principal			M
HCM 593		Fowehop’	1308-03-12T00:00:00Z		1e11ee78-1ad4-4d14-8e23-7854376aa8e5			Fowehop’	Fowehope		PLACE				Given at	Given at						
HCM 593		Fowehop’	1308-03-12T00:00:00Z		a4dac8c6-8758-4152-847c-07d0d5df4390	644c4037-fc1b-4174-b85b-c8de888e6447	644c4037-fc1b-4174-b85b-c8de888e6447;HCM 593	John Yewan	John Iweyn		PERSON				Witness					Witness		M
HCM 593		Fowehop’	1308-03-12T00:00:00Z		1f6621f0-e19a-43f5-a83a-b94a565d3eb4	27b86369-b141-40ee-92a8-00a299d01cf9	27b86369-b141-40ee-92a8-00a299d01cf9;HCM 593	William de Baysham	William de Baysham		PERSON				Witness					Witness		M
HCM 593		Fowehop’	1308-03-12T00:00:00Z		8382cb74-6b1e-4e07-bba3-fcecc7a8621e	8382cb74-6b1e-4e07-bba3-fcecc7a8621e	8382cb74-6b1e-4e07-bba3-fcecc7a8621e;HCM 593	David the smith	David the Smith		PERSON				Witness					Witness		M
HCM 593		Fowehop’	1308-03-12T00:00:00Z		e83a4192-2e95-46f4-93e6-0e38582e7a5d	e83a4192-2e95-46f4-93e6-0e38582e7a5d	e83a4192-2e95-46f4-93e6-0e38582e7a5d;HCM 593	Robert de Pirytone	Robert de Pirytone		PERSON				Witness					Witness		M
HCM 593		Fowehop’	1308-03-12T00:00:00Z		cbb34d1a-61be-44a6-af07-710c6d28f96c	cbb34d1a-61be-44a6-af07-710c6d28f96c	cbb34d1a-61be-44a6-af07-710c6d28f96c;HCM 593	Walter Whytte	Walter Whytte		PERSON	cf Walter Whitney, R32?; this doc = land in Fowehope called Atennassces			Witness|Scribe			Scribe		Witness		M
HCM 594		Lutelhope.	1348-12-11T00:00:00Z		dfeada4c-7d4a-47c0-8797-220cc258b0bb	dfeada4c-7d4a-47c0-8797-220cc258b0bb	dfeada4c-7d4a-47c0-8797-220cc258b0bb;HCM 594	Roger mee de Lutelhope	Roger Enyow de Lutelhope		PERSON	Roger Enyow de Lutelhope			Principal				Principal			M
HCM 594		Lutelhope.	1348-12-11T00:00:00Z		259ca3dc-82de-400b-9af8-7b35d46ad3a5	259ca3dc-82de-400b-9af8-7b35d46ad3a5	259ca3dc-82de-400b-9af8-7b35d46ad3a5;HCM 594	Phili4p aty of the same vill.	Philip Paty	of Lutelhope	PERSON	Phillip Paty			Principal				Principal			M
HCM 594		Lutelhope.	1348-12-11T00:00:00Z		bc68b61a-cf2a-42db-9336-fd94da81d936			two acres of arable land in the territory of Fowehope lying in the field called Stallingesfeld	two acres of arable land in the territory of Fowehope lying in the field called Stallingesfeld		PLACE											
HCM 594		Lutelhope.	1348-12-11T00:00:00Z		8c295a8d-2f9c-4064-9330-89d782520a57	573b6598-477e-4747-94ba-1ff6b9b2bc51	573b6598-477e-4747-94ba-1ff6b9b2bc51;HCM 594	Symon le parear'	Simon le Parkar	father of John	PERSON	parker (park guardian, gamekeeper), pinder, foldkeeper; cf C&E p.995, 1361, witn; John son of Simon le Parkar = principal			Neighbor	Neighbor						M
HCM 594		Lutelhope.	1348-12-11T00:00:00Z		8bc25efb-84de-4042-ad2d-7e44f638d1b9	8bc25efb-84de-4042-ad2d-7e44f638d1b9	8bc25efb-84de-4042-ad2d-7e44f638d1b9;HCM 594	Richard Paty	Richard Paty		PERSON				Neighbor	Neighbor						M
HCM 594		Lutelhope.	1348-12-11T00:00:00Z		2f15175e-d7b0-47fb-a41e-c9a933cb3f11			Lutelhope.	Lutelhope		PLACE				Given at	Given at						
HCM 594		Lutelhope.	1348-12-11T00:00:00Z		48b9e8eb-7ad3-4d95-a617-935883f22755	87b4ff34-8ec7-4569-b7a0-b9a24da73120	87b4ff34-8ec7-4569-b7a0-b9a24da73120;HCM 594	Adam Russel de Fowehope,	Adam Russel de Fowehope		PERSON	distinct from Adam de Fownhope?			Witness					Witness		M
HCM 594		Lutelhope.	1348-12-11T00:00:00Z		41348010-2d76-411d-9b15-78b5b54623c9	41348010-2d76-411d-9b15-78b5b54623c9	41348010-2d76-411d-9b15-78b5b54623c9;HCM 594	John Bri jn'	John Br[...]n		PERSON	John Br[..]n per typescript--so, could be Broun, could be Bryan, etc			Witness					Witness		M
HCM 594		Lutelhope.	1348-12-11T00:00:00Z		dd04ec07-13b4-4336-8a9e-4a34a2889a15	dd04ec07-13b4-4336-8a9e-4a34a2889a15	dd04ec07-13b4-4336-8a9e-4a34a2889a15;HCM 594	Walter de la Moremull	Walter de la Moremull		PERSON	Little Hope, Mordiford?			Witness					Witness		M
HCM 594		Lutelhope.	1348-12-11T00:00:00Z		f5bf9036-2e14-4c98-a41d-8bfcd4b6af73	afb3dab8-32f1-434d-adf2-edef346e37c3	afb3dab8-32f1-434d-adf2-edef346e37c3;HCM 594	Williem Bernard’	William Bernard		PERSON				Witness					Witness		M
HCM 594		Lutelhope.	1348-12-11T00:00:00Z		3be7c7da-0a51-4dc3-91e8-f5bbb32c5b62	3be7c7da-0a51-4dc3-91e8-f5bbb32c5b62	3be7c7da-0a51-4dc3-91e8-f5bbb32c5b62;HCM 594	William Taylor	William Taylor		PERSON				Witness|Scribe			Scribe		Witness		M
HCM 597		Ros	1316-02-02T00:00:00Z		c0f9fbfd-091d-478f-883e-d73214b5afca	e4da2937-dc23-4b2e-b432-4316fb4b3171	e4da2937-dc23-4b2e-b432-4316fb4b3171;HCM 597	John, dean, and chapter of Hereford	John de Aqua Blanca dean and chapter of Hereford	dean and chapter of Hereford	PERSON				Principal|Clerical|Collective	Clerical|	Collective		Principal			M
[unknown]									dean and chapter of Hereford													
HCM 597		Ros	1316-02-02T00:00:00Z		c2df7a92-2c80-480d-8f9e-083fba866097	c2df7a92-2c80-480d-8f9e-083fba866097	c2df7a92-2c80-480d-8f9e-083fba866097;HCM 597	Hugh son of William le Stedemon de Ros, clerk	Hugh son of William le Stedemon de Ros	clerk	PERSON				Principal|Clerical	Clerical	Parent		Principal			M
HCM 597		Ros	1316-02-02T00:00:00Z		36756384-d90d-4260-bc72-48abbc9b7172	36756384-d90d-4260-bc72-48abbc9b7172	36756384-d90d-4260-bc72-48abbc9b7172;HCM 597	William le Stedemon	William le Stedemon		PERSON	father to Hugh son of William le Stedemon de Ros, clerk			Patronymic	Patronymic						M
HCM 597		Ros	1316-02-02T00:00:00Z		5302192a-8db0-4c6e-8c84-6263501c12cd			tithes with houses, buildings, etc., of the chureh of Oppton Episcopi	tithes with houses	buildings, etc., of the chureh of Oppton Episcopi	PLACE											
HCM 597		Ros	1316-02-02T00:00:00Z		ebb8cf42-9a0c-4230-bdcb-f05aad2074f2	ebb8cf42-9a0c-4230-bdcb-f05aad2074f2	ebb8cf42-9a0c-4230-bdcb-f05aad2074f2;HCM 597	William le Webbe de Ros	William le Webbe de Ros		PERSON	"father to Thomas le Webbe and NIcholas le Webbe|""surety"""			Witness					Witness		M
HCM 597		Ros	1316-02-02T00:00:00Z		0a860357-9aa2-419f-aff6-60a6b269e514			Ros	Ross		PLACE	Ross-on-Wye, Herefordshire|either Ross or Hereford for Given at	53.2858	24.4128	Given at (suggested)	Given at (suggested)						
HCM 597		Ros	1316-02-02T00:00:00Z		b349a5a5-dc2b-4b50-8cd3-4efa8b1f5ec4	b349a5a5-dc2b-4b50-8cd3-4efa8b1f5ec4	b349a5a5-dc2b-4b50-8cd3-4efa8b1f5ec4;HCM 597	Thomas le Webbe	Thomas le Webbe		PERSON	"son to William le Webbe de Ros|brother to Nicholas le Webbe|""surety"""			Witness					Witness		M
HCM 597		Ros	1316-02-02T00:00:00Z		3e61c876-e566-4e13-a9e4-2c32a7574ba4	3e61c876-e566-4e13-a9e4-2c32a7574ba4	3e61c876-e566-4e13-a9e4-2c32a7574ba4;HCM 597	Nicholas le Webbe, sons of the said William	Nicholas le Webbe	son of William le Webbe de Ros	PERSON	"son to William le Webbe de Ros, and brother to Thomas le Webbe|""surety"""			Witness					Witness		M
HCM 598		dereford	1351-05-20T00:00:00Z		01c80c83-f254-427d-ba3a-7da0c0b37739	c5a27237-f2d1-40ec-976a-f21d8fbb4ff2	c5a27237-f2d1-40ec-976a-f21d8fbb4ff2;HCM 598	de and chapter	dean and chapter of Hereford	dean and chapter of Hereford	PERSON	Dean and chapter of H			Collective|Clerical	Clerical	Collective					M
HCM 598		dereford	1351-05-20T00:00:00Z		534c8a7e-bc38-4a6b-8dfb-2d43e2295f6c	45c22c0c-ccc4-42e1-815c-4873bb4b9ffe	45c22c0c-ccc4-42e1-815c-4873bb4b9ffe;HCM 598	Robert de Biford', vicar in the aforesaid church of St. Ethelbert,	Robert de Byford	vicar in the aforesaid church of St. Ethelbert,	PERSON				Principal|Clerical	Clerical			Principal			M
HCM 598		dereford	1351-05-20T00:00:00Z		122612d5-7e03-4f0e-99df-b185ceecb227			the church of Upton with houses, buildings and all other appurtenances	the church of Upton with houses	buildings and all other appurtenances	PLACE											
HCM 598		dereford	1351-05-20T00:00:00Z		a0434eed-71a0-425c-84fd-f19fbc26c240			dereford	Hereford		PLACE		52.05684	-2.71482	Given at	Given at						
HCM 6			1275-01-01T00:00:00Z	1300-12-31T00:00:00Z	724258f1-5017-4026-862f-f8ad15f1aa97	a6bd15db-2d3d-4cc5-a506-7a5f3266c887	a6bd15db-2d3d-4cc5-a506-7a5f3266c887;HCM 6	Nicholas de la Calewe	Nicholas de la Calewe		PERSON				Principal				Principal			M
HCM 6			1275-01-01T00:00:00Z	1300-12-31T00:00:00Z	fe493928-b07f-43bb-a483-35ea49bfa81e	ecbef2e8-0dc9-414f-8cae-dd9629492ff1	ecbef2e8-0dc9-414f-8cae-dd9629492ff1;HCM 6	Robert, chaplain, called the young (iuvenis)	Robert the Young	chaplain, called the young (iuvenis)	PERSON				Principal|Clerical	Clerical			Principal			M
HCM 6			1275-01-01T00:00:00Z	1300-12-31T00:00:00Z	6b32ffc3-0311-4f75-8371-d14bb9072a5f	0934414c-edea-4554-bf76-dc141f3d2e5c	0934414c-edea-4554-bf76-dc141f3d2e5c;HCM 6	William, his nephew	William the Young	his nephew	PERSON	nephew of Robert called the young, chaplain			Principal|Clerical	Clerical			Principal			M
HCM 6			1275-01-01T00:00:00Z	1300-12-31T00:00:00Z	4bcd1252-1474-453b-9c29-994c8ece846f			one acre of arable land in the field called  Tunfeld' at Chirchebreynton	one acre of arable land in the field called  Tunfeld' at Chirchebreynton		PLACE											
HCM 6			1275-01-01T00:00:00Z	1300-12-31T00:00:00Z	23b57665-d37e-4fcd-b4a6-3b542d543e38	c5a27237-f2d1-40ec-976a-f21d8fbb4ff2	c5a27237-f2d1-40ec-976a-f21d8fbb4ff2;HCM 6	dean and chapter of Hereford	dean and chapter of Hereford	dean and chapter of Hereford	PERSON				Collective|Neighbor|Clerical	|Neighbor|Clerical	Collective					M
HCM 6			1275-01-01T00:00:00Z	1300-12-31T00:00:00Z	ab748372-735f-4326-b6b9-f62f86c78333	dd2bb92f-be22-401d-9e03-cb83dd53615a	dd2bb92f-be22-401d-9e03-cb83dd53615a;HCM 6	John Thuity	John Whyty		PERSON				Neighbor	Neighbor						M
HCM 6			1275-01-01T00:00:00Z	1300-12-31T00:00:00Z	e966dbc8-8460-4f54-b96a-c52dbfc3b9dc	07c8ef19-f64d-49b5-a866-f11cf059f1ae	07c8ef19-f64d-49b5-a866-f11cf059f1ae;HCM 6	John Te Sy eeaee	John le Shipward		PERSON	John le Sypward [Shipward], per doc check			Neighbor	Neighbor						M
HCM 6			1275-01-01T00:00:00Z	1300-12-31T00:00:00Z	95d94d3d-c00b-4a51-a8a0-21901f3a6e3d	1ff1abc6-e1a7-43f7-9391-15e8c95f8388	1ff1abc6-e1a7-43f7-9391-15e8c95f8388;HCM 6	Bartholomew the apothecary  (apothecarius),	Bartholomew le Spicer		PERSON				Witness					Witness		M
HCM 6			1275-01-01T00:00:00Z	1300-12-31T00:00:00Z	9c95a082-fbe4-4d5b-a190-ad3f18b0b6dc	3b0e8457-7637-4445-aded-a39c14a7e50e	3b0e8457-7637-4445-aded-a39c14a7e50e;HCM 6	Adam, aephew of dominus Richard,  archdeacon of Hereford	Adam nephew of Richard Hertford archdeacon of Hereford	nephew of Richard Hertford archdeacon of Hereford	PERSON				Witness					Witness		M
HCM 6			1275-01-01T00:00:00Z	1300-12-31T00:00:00Z	50c55963-9d8e-411a-b5f1-ff8ff73aed57	bb50805b-81a0-4b6e-9041-b14824d888d0	bb50805b-81a0-4b6e-9041-b14824d888d0;HCM 6	Richard,  archdeacon of Hereford	Richard de Hertford	archdeacon of Hereford	PERSON				Clerical|Patronymic	Clerical|Patronymic						M
HCM 6			1275-01-01T00:00:00Z	1300-12-31T00:00:00Z	8031ab32-4fa7-451c-992a-62f1aa3cccd1	be51bb0e-7e61-4323-ac06-e42e77bc69d8	be51bb0e-7e61-4323-ac06-e42e77bc69d8;HCM 6	Adam Thuity,	Adam Whyty I		PERSON				Witness					Witness		M
HCM 6			1275-01-01T00:00:00Z	1300-12-31T00:00:00Z	3ba215cc-7eed-477d-bb3e-c3778497ddec	b1d4d88c-3de9-448c-ac8c-840a17ebfd81	b1d4d88c-3de9-448c-ac8c-840a17ebfd81;HCM 6	William  le Furches,	William le Fourches		PERSON	Fourches			Witness					Witness		M
HCM 6			1275-01-01T00:00:00Z	1300-12-31T00:00:00Z	351ec083-6f73-4f1b-b2e5-6a3eff7c4514	07c8ef19-f64d-49b5-a866-f11cf059f1ae	07c8ef19-f64d-49b5-a866-f11cf059f1ae;HCM 6	John le Sypward'	John le Shipward		PERSON				Witness					Witness		M
HCM 6			1275-01-01T00:00:00Z	1300-12-31T00:00:00Z	e7e4e829-8d8d-4f9f-a72d-df02a6ff80be	a0a1c66f-f715-4aa7-8297-b79013621aa7	a0a1c66f-f715-4aa7-8297-b79013621aa7;HCM 6	John la barn	John le Barn		PERSON				Witness					Witness		M
HCM 6			1275-01-01T00:00:00Z	1300-12-31T00:00:00Z	9201f1e8-6b2e-4244-b82d-f63cbf981c0e	2afad09d-36ef-4ba8-94ce-2bc0d48b0d96	2afad09d-36ef-4ba8-94ce-2bc0d48b0d96;HCM 6	Adam called the clerk	Adam the Clerk		PERSON				Witness|Scribe|Clerical	Clerical		Scribe		Witness		M
HCM 60		Hereford	1351-10-02T00:00:00Z		d8501794-6270-406c-989d-b5fca306da0e	d8501794-6270-406c-989d-b5fca306da0e	d8501794-6270-406c-989d-b5fca306da0e;HCM 60	dohn Pilly de Kilfodes(7)3	John Filly de Kilfodes		PERSON	John Filly de Kilfodes [?], per doc|link to Adam Filleby?			Principal				Principal			M
HCM 60		Hereford	1351-10-02T00:00:00Z		abef97f9-fabb-4c11-94dd-242d34f202cf	abef97f9-fabb-4c11-94dd-242d34f202cf	abef97f9-fabb-4c11-94dd-242d34f202cf;HCM 60	Richard le White de Aylineston	Richard le White de Aylineston		PERSON				Principal				Principal			M
HCM 60		Hereford	1351-10-02T00:00:00Z		306afaee-336e-4886-a50e-bf24667d63ad			one messuage in the suburb of Hereford in Wyneston'	one messuage in the suburb of Hereford in Wyneston'		PLACE											
HCM 60		Hereford	1351-10-02T00:00:00Z		005ac13e-454e-4527-aef8-f11c54de5b99	005ac13e-454e-4527-aef8-f11c54de5b99	005ac13e-454e-4527-aef8-f11c54de5b99;HCM 60	Thomas Polle	Thomas Polle		PERSON				Neighbor	Neighbor						M
HCM 60		Hereford	1351-10-02T00:00:00Z		a1341976-1ca3-44b5-b053-a9c1d3839d5e	a1341976-1ca3-44b5-b053-a9c1d3839d5e	a1341976-1ca3-44b5-b053-a9c1d3839d5e;HCM 60	Walter Buffard, chaplain	Walter Buffard	chaplain	PERSON	cf p.1024, 1044			Neighbor|Clerical	Neighbor|Clerical						M
HCM 60		Hereford	1351-10-02T00:00:00Z		5e6841f2-866c-42c9-833c-df577c3cf8f7			Hereford	Hereford		PLACE		52.05684	-2.71482	Given at	Given at						
HCM 60		Hereford	1351-10-02T00:00:00Z		16255ee3-77d0-4e84-afa7-10901900c87f	16255ee3-77d0-4e84-afa7-10901900c87f	16255ee3-77d0-4e84-afa7-10901900c87f;HCM 60	Hoger de Bellemar’	Roger de Bellemar		PERSON				Witness					Witness		M
HCM 60		Hereford	1351-10-02T00:00:00Z		3540fec4-b5ae-4af3-87d6-ff9a61180bd9	bbdfce6e-9476-4814-b901-c24446bd1380	bbdfce6e-9476-4814-b901-c24446bd1380;HCM 60	James de Hunderton	James de Hunderton		PERSON				Witness					Witness		M
HCM 60		Hereford	1351-10-02T00:00:00Z		5b1cfbf9-b756-4893-9b0d-2d22749d2c38	5b1cfbf9-b756-4893-9b0d-2d22749d2c38	5b1cfbf9-b756-4893-9b0d-2d22749d2c38;HCM 60	Nicholas de Caumpes,	Nicholas de Caumpes		PERSON				Witness					Witness		M
HCM 60		Hereford	1351-10-02T00:00:00Z		b62222ad-b0b8-4697-9769-bc0a2dc029ea	b62222ad-b0b8-4697-9769-bc0a2dc029ea	b62222ad-b0b8-4697-9769-bc0a2dc029ea;HCM 60	John le Holdere	John le Holdere		PERSON				Witness					Witness		M
HCM 60		Hereford	1351-10-02T00:00:00Z		00ce6e43-1870-47cf-a2be-185fd6679147	005ac13e-454e-4527-aef8-f11c54de5b99	005ac13e-454e-4527-aef8-f11c54de5b99;HCM 60	Thomas Polle	Thomas Polle		PERSON				Witness|Scribe			Scribe		Witness		M
HCM 600		Walford	1336-12-12T00:00:00Z		74acfdd0-69c3-49d9-a647-0953c29c17e7	74acfdd0-69c3-49d9-a647-0953c29c17e7	74acfdd0-69c3-49d9-a647-0953c29c17e7;HCM 600	Margery dauchter formerly of Walter son of James  de Walford’	Margery daughter of Walter James de Walforde		PERSON	sister of Emmorius			Principal|Woman		Parent		Principal			W
HCM 600		Walford	1336-12-12T00:00:00Z		2fd414bc-c12c-46e3-a83f-00fc30c5b1e9	1ffce0f6-c322-4fe9-993c-35349002ee02	1ffce0f6-c322-4fe9-993c-35349002ee02;HCM 600	Walter son of James  de Walford’	Walter James de Walford	son of James; father to Margery	PERSON				Dead|Patronymic	|Patronymic	Parent				Dead	M
HCM 600		Walford	1336-12-12T00:00:00Z		0c4f2cb3-8114-43ce-b451-c33a9ff3cbc7	0c4f2cb3-8114-43ce-b451-c33a9ff3cbc7	0c4f2cb3-8114-43ce-b451-c33a9ff3cbc7;HCM 600	James  de Walford	James de Walford		PERSON	father to Walter, who is father to Margery			Patronymic	Patronymic						M
HCM 600		Walford	1336-12-12T00:00:00Z		55b6e3d4-ee8f-4d95-8bcd-ce63d5288b1f	55b6e3d4-ee8f-4d95-8bcd-ce63d5288b1f	55b6e3d4-ee8f-4d95-8bcd-ce63d5288b1f;HCM 600	Thomas Benet, chaplain, de Kos	Thomas Benet de Ross	chaplain, de Kos	PERSON				Principal|Clerical	Clerical			Principal			M
HCM 600		Walford	1336-12-12T00:00:00Z		344a6267-1beb-4f26-aed1-dbaa12e13242			two doles of land ijn the fee of Walford	two doles of land ijn the fee of Walford		PLACE											
HCM 600		Walford	1336-12-12T00:00:00Z		a68e3f8c-d837-460b-bab4-939371f704ec	78f995da-7c59-45b9-b891-8220cc5418a9	78f995da-7c59-45b9-b891-8220cc5418a9;HCM 600	immor', grantor's ther	Emmorius son of Walter James de Walforde	grantor's ther	PERSON	Emmorius, grantor's brother| they are both children of Walter			Neighbor	Neighbor						M
HCM 600		Walford	1336-12-12T00:00:00Z		f8226ca6-1fa4-4ca4-a945-1a5fa1bc8c8b	f8226ca6-1fa4-4ca4-a945-1a5fa1bc8c8b	f8226ca6-1fa4-4ca4-a945-1a5fa1bc8c8b;HCM 600	William Motun de Wyhtewall’	William Moton de Whytewall		PERSON				Neighbor	Neighbor						M
HCM 600		Walford	1336-12-12T00:00:00Z		0f82bdea-2dc3-4c09-bf0e-47e6ac45c551	0f82bdea-2dc3-4c09-bf0e-47e6ac45c551	0f82bdea-2dc3-4c09-bf0e-47e6ac45c551;HCM 600	Sibil de Underwode	Sybil de Underwode formerly wife of Walter James de Walforde	now wife of John Underwode, formerly wife of Walter James; mother of Emmorius	PERSON	this might be her own mother Sibil who has remarried			Neighbor|Woman	Neighbor|						W
HCM 600		Walford	1336-12-12T00:00:00Z		a26a28c0-103f-46e5-a147-9ef31a07bf74	a26a28c0-103f-46e5-a147-9ef31a07bf74	a26a28c0-103f-46e5-a147-9ef31a07bf74;HCM 600	the lord'	lord of Walford		PERSON				Neighbor|Office	Neighbor|	Office					M
HCM 600		Walford	1336-12-12T00:00:00Z		53ceca66-99de-4f8d-b3c6-93e68285713a	53ceca66-99de-4f8d-b3c6-93e68285713a	53ceca66-99de-4f8d-b3c6-93e68285713a;HCM 600	Thomas de Blakeneye	Thomas de Blakeneye		PERSON				Neighbor	Neighbor						M
HCM 600		Walford	1336-12-12T00:00:00Z		dd712f1f-e46b-4c52-8f6b-20b2532c76ee	dd712f1f-e46b-4c52-8f6b-20b2532c76ee	dd712f1f-e46b-4c52-8f6b-20b2532c76ee;HCM 600	Richard Adames	Richard Adames		PERSON				Neighbor	Neighbor						M
HCM 600		Walford	1336-12-12T00:00:00Z		b237d997-376c-44ea-a798-c226838f1616			Walford’.	Walford		PLACE		41.87834	-91.83462	Given at	Given at						
HCM 600		Walford	1336-12-12T00:00:00Z		1a1bb11f-966d-4353-9087-47741085ab85	1a1bb11f-966d-4353-9087-47741085ab85	1a1bb11f-966d-4353-9087-47741085ab85;HCM 600	Mathew de Overton’	Matthew de Overton		PERSON				Witness					Witness		M
HCM 600		Walford	1336-12-12T00:00:00Z		970ee832-b5c1-4e97-8b2f-66f00dd61a7b	fcf376f3-835f-4eb0-bf4c-f0a80baf6e30	fcf376f3-835f-4eb0-bf4c-f0a80baf6e30;HCM 600	Hobert Dun,	Robert Dun		PERSON				Witness					Witness		M
HCM 600		Walford	1336-12-12T00:00:00Z		04d3515e-239e-4257-84aa-4e74ba381d47	53ceca66-99de-4f8d-b3c6-93e68285713a	53ceca66-99de-4f8d-b3c6-93e68285713a;HCM 600	Thomas de Blakeneye	Thomas de Blakeneye		PERSON				Witness					Witness		M
HCM 600		Walford	1336-12-12T00:00:00Z		16f31171-f28a-4d38-aec7-19cbd8d8f617	dd712f1f-e46b-4c52-8f6b-20b2532c76ee	dd712f1f-e46b-4c52-8f6b-20b2532c76ee;HCM 600	Richard Adames	Richard Adames		PERSON				Witness					Witness		M
HCM 600		Walford	1336-12-12T00:00:00Z		a1d2f6fc-e528-45d3-8201-96b57eb13658	a1d2f6fc-e528-45d3-8201-96b57eb13658	a1d2f6fc-e528-45d3-8201-96b57eb13658;HCM 600	Henry Motun,	Henry Motun		PERSON				Witness|Scribe			Scribe		Witness		M
HCM 601		Walford	1336-04-04T00:00:00Z		78f995da-7c59-45b9-b891-8220cc5418a9	78f995da-7c59-45b9-b891-8220cc5418a9	78f995da-7c59-45b9-b891-8220cc5418a9;HCM 601	Emmorius son of Walter James de Walforde;	Emmorius son of Walter James de Walforde	brother to Margery	PERSON				Principal		Parent		Principal			M
HCM 601		Walford	1336-04-04T00:00:00Z		4dfe7940-180d-4310-b60e-0b34a266f5b4	1ffce0f6-c322-4fe9-993c-35349002ee02	1ffce0f6-c322-4fe9-993c-35349002ee02;HCM 601	Walter James de Walforde	Walter James de Walford		PERSON	father to Emmorius & Margery			Dead|Patronymic	|Patronymic					Dead	M
HCM 601		Walford	1336-04-04T00:00:00Z		42d156ad-c005-49dd-bfaf-b15a0877e421	74acfdd0-69c3-49d9-a647-0953c29c17e7	74acfdd0-69c3-49d9-a647-0953c29c17e7;HCM 601	Margery his sister	Margery daughter of Walter James de Walforde		PERSON	sister to Emmorius son of Walter James de walford			Principal|Woman				Principal			W
HCM 601		Walford	1336-04-04T00:00:00Z		129bade6-5aae-4b4e-b7b4-2aea9cbcfb42	f8226ca6-1fa4-4ca4-a945-1a5fa1bc8c8b	f8226ca6-1fa4-4ca4-a945-1a5fa1bc8c8b;HCM 601	the lands specified in No 600	William Moton de Whytewall		PERSON	neighbors mentioned in HCM 600 include William Moton de Whytewall|Sibel de Underwode|THomas de Blakeneye|Richard Adames|plus|plus Thomas Benet, chaplain, de Ros, was former lease-holder			Neighbor|Collective|Lease-holder	NeighborLease-holder	Collective					M
[unknown]									Sibel de Underwode (neighbor)													
[unknown]									Thomas de Blakeneye (neighbor)													
[unknown]									Richard Adames (neighbor)													
[unknown]									plus													
[unknown]									Thomas Benet chaplain de Ros (former lease-holder, clerical)													
HCM 601		Walford	1336-04-04T00:00:00Z		ac85101b-f19a-4069-83b3-90fb283caa57			lands	lands		PLACE		41.16454	-74.95212								
HCM 601		Walford	1336-04-04T00:00:00Z		f40cfb52-e0f5-4b5f-aead-75a393e1cab0			Walford	Walford		PLACE		41.87834	-91.83462	Given at	Given at						
HCM 601		Walford	1336-04-04T00:00:00Z		c710a1d5-bdeb-483a-86c4-71e21ab0048c	dd712f1f-e46b-4c52-8f6b-20b2532c76ee	dd712f1f-e46b-4c52-8f6b-20b2532c76ee;HCM 601	Richard Ademes	Richard Adames		PERSON				Witness					Witness		M
HCM 601		Walford	1336-04-04T00:00:00Z		fcf376f3-835f-4eb0-bf4c-f0a80baf6e30	fcf376f3-835f-4eb0-bf4c-f0a80baf6e30	fcf376f3-835f-4eb0-bf4c-f0a80baf6e30;HCM 601	Robert Dun	Robert Dun		PERSON				Witness					Witness		M
HCM 601		Walford	1336-04-04T00:00:00Z		35451f8c-b484-464e-9815-04f77886cdab	53ceca66-99de-4f8d-b3c6-93e68285713a	53ceca66-99de-4f8d-b3c6-93e68285713a;HCM 601	Thomas de Blekeneye,	Thomas de Blakeneye		PERSON				Witness					Witness		M
HCM 601		Walford	1336-04-04T00:00:00Z		50dd534a-7695-44c5-be7c-0f2bfdf66562	50dd534a-7695-44c5-be7c-0f2bfdf66562	50dd534a-7695-44c5-be7c-0f2bfdf66562;HCM 601	William Tulle	William Tulle		PERSON				Witness					Witness		M
HCM 601		Walford	1336-04-04T00:00:00Z		c6066e27-92a1-46ac-94fb-228f6bfeb183	c6066e27-92a1-46ac-94fb-228f6bfeb183	c6066e27-92a1-46ac-94fb-228f6bfeb183;HCM 601	Henry Tulle	Henry Tulle		PERSON				Witness|Scribe			Scribe		Witness		M
HCM 602		Walford	1337-01-06T00:00:00Z		d29400c9-d8e2-4398-a09e-95ed3bb55995	55b6e3d4-ee8f-4d95-8bcd-ce63d5288b1f	55b6e3d4-ee8f-4d95-8bcd-ce63d5288b1f;HCM 602	Thomas Benet, chaplain, de Ross	Thomas Benet de Ross	chaplain, de Ross	PERSON				Principal|Clerical	Clerical			Principal			M
HCM 602		Walford	1337-01-06T00:00:00Z		4bc32815-841f-4349-b073-ce07db1e9007	4bc32815-841f-4349-b073-ce07db1e9007	4bc32815-841f-4349-b073-ce07db1e9007;HCM 602	William son of Roger Payn de Hamme	William Payn de Hamme		PERSON				Principal		Parent		Principal			M
