Number,Alternate Numbering,General Doc Type,C&E Doc Type,Given At,Given At Certainty,Earliest Date,Latest Date,DATE,Date notes,Given at_old,COMMENTS,QUOTE_TRANSCRIPTION
HCM 354,HCM 354,GRANT,GRANT in fee-farm,"Colwall, Herefordshire",Suggested,1300-01-01T00:00:00Z,1316-12-31T00:00:00Z,"Barly 14th century,  ante 1317.",approx,,,"Barly 14th century, ante 1317., GRANT in fee-farm"
HCM 516,HCM 516,GRANT,GRANT in fee-farm,"Hereford, Herefordshire",Suggested,1300-01-01T00:00:00Z,1325-12-31T00:00:00Z,Early 14th century.,early 14th century,,,"LEarly 14th century., GRANT in fee-farm,"
HCM 537,HCM 537,GRANT,GRANT in fee-farm,"Hereford, Herefordshire",Suggested,1300-01-01T00:00:00Z,1325-12-31T00:00:00Z,Early 14th century.,early 14th century,,,"Early 14th century., GRANT in feeefarm"
HCM 93,HCM 93,GRANT,GRANT in fee-farm,"Hereford, Herefordshire",Suggested,1300-01-01T00:00:00Z,1325-12-31T00:00:00Z,Barly 14th century.,early 14th century,,,"Barly 14th century., GRANT in fee-farm"
HCM 382,HCM 382,GRANT,GRANT in fee-farm,"Newent, Gloucestershire",Documented,1304-11-20T00:00:00Z,,"1304,  day of St,  Edmund,  King November 20",,Newent,,"1304, day of St, Edmund, King November 20,, GRANT in fee-farm"
HCM 432,HCM 432,GRANT,GRANT in fee-farm,"Hereford Cathedral, Chapter House",Documented,1305-11-17T00:00:00Z,,"1305,  Wednesday next after the Feast of St. Edmund Archbishop [November 17]",,chapter-house at Hereford,,"1305, Wednesday next after the Feast of St. Edmund Archbishop [November 17], GRANT in fee-farm"
HCM 1682,HCM 1682,GRANT,GRANT in fee-farm,"Gloucester, St Peter's Abbey, Chapter House",Documented,1307-03-21T00:00:00Z,,"1306/7,  Feast of St. Benedict the abbot [March 21]",,chapter-house at Gloucester,,"1306/7, Feast of St. Benedict the abbot [March 21], GRANT in fee-farm"
HCM 186,HCM 186,GRANT,GRANT in fee-farm,"Hereford Cathedral, Chapter House",Documented,1310-02-07T00:00:00Z,,"1309/10,  Saturday next after the Feast of the Purification of the Blessed Mary [February 7].",,chapter-house at Hereford,,"1309/10, Saturday next after the Feast of the Purification of the Blessed Mary [February 7]., GRANT in fee-farm"
HCM 1313,HCM 1313,GRANT,GRANT in fee-farm,"Morgan Street, Swansea, Wales",Documented,1311-04-30T00:00:00Z,,"1311,  Friday in the Vigil of the Feast of the Apostles Philipp and James [April 30]",,Morgan,lands in Swansea (castle & town); Morgan Street?,"1311, Friday in the Vigil of the Feast of the Apostles Philipp and James [April 30], GRANT in fee-farm"
HCM 384,HCM 384,GRANT,GRANT in fee-farm,"Oxenhall, Gloucestershire",Documented,1316-02-17T00:00:00Z,,"1315/6,  Tuesday next after the Feast of St. Valentine [February 17].",,Oxenhale,,"1315/6, Tuesday next after the Feast of St. Valentine [February 17]., GRANT in fee-farm"
HCM 383,HCM 383,GRANT,GRANT in fee-farm,"Newent, Gloucestershire",Documented,1316-08-25T00:00:00Z,,"1316,  Wednesday next after the Feast of St. Bartholomew [August 25].",,Newent,,"1316, Wednesday next after the Feast of St. Bartholomew [August 25]., GRANT in fee-form"
HCM 1734,HCM 1734,GRANT,GRANT in fee-farm,"Ledbury, Herefordshire",Documented,1317-10-08T00:00:00Z,,"1317,  8 Ides October [October 8]",,Ledbury,,"1317, 8 Ides October [October 8], GRANT in fee-farm"
HCM 1683,HCM 1683,GRANT,GRANT in fee-farm,"Gloucester, St Peter's Abbey, Chapter House",Documented,1318-03-21T00:00:00Z,,"1317/8,  Feast of St. Benedict the abbot [March 21]",,chapter-house at Gloucester,,"1317/8, Feast of St. Benedict the abbot [March 21], GRANT in fee-farm"
HCM 1747,HCM 1747,GRANT,GRANT in fee-farm,"Minsterworth, Gloucestershire",Documented,1319-02-07T00:00:00Z,,"1318/9,  Noinceday next after the Feast ,   of the Purification of the Blessed Mary | February 7",,Ministrewurth,,"1318/9, Noinceday next after the Feast ,  of the Purification of the Blessed Mary | February 7, GRANT in fee-farm"
HCM 323,HCM 323,GRANT,GRANT in fee-farm,"Thinghill Grange, Withington, Herefordshire",Documented,1321-11-17T00:00:00Z,,"1321,  Tuesday next after the Feast of St. Edmund the Archbishop LNovember 17",,Parva Thinghulle,,"1321, Tuesday next after the Feast of St. Edmund the Archbishop LNovember 17, GRANT in fee-farm"
HCM 367,HCM 367,GRANT,GRANT in fee-farm,"Mordiford, Herefordshire",Documented,1322-05-15T00:00:00Z,,"1322,  Sunday next_before the Feast of the .   Ascension of the Lord |May 15)",,Mordiford',,"1322, Sunday next_before the Feast of the .   Ascension of the Lord |May 15), GRANT in fee-farm"
HCM 1486,HCM 1486,GRANT,GRANT in fee-farm,"Preston-on-Wye, Herefordshire",Documented,1323-10-09T00:00:00Z,,"1323,  Sunday,  the Feast of Saint ,   Dyonisius [October 9]",,Preston,mentions of Wye & Maddeleye,"1323, Sunday, the Feast of Saint ,  Dyonisius [October 9], GRANT in fee-farm"
HCM 238,HCM 238,GRANT,GRANT in fee-farm,Halmond's Frome Herefordshire,Documented,1324-07-30T00:00:00Z,,"1324,  Monday next after the Feast of St. .   James the Apostle | July 30).",,Froma Haymund’,,"1324, Monday next after the Feast of St. .   James the Apostle | July 30)., GRANT in fee-farm"
HCM 1723,HCM 1723,GRANT,GRANT in fee-farm,"Ledbury, Herefordshire",Documented,1333-05-01T00:00:00Z,,"1333,  Saturday,  the Feast of the Apostles Philly and James [May 1)",,Ledbury,,"1333, Saturday, the Feast of the Apostles Philly and James [May 1), GRANT in fee-farm,"
HCM 1471,HCM 1471,GRANT,GRANT in fee-farm,"Hereford, Herefordshire",Documented,1334-04-29T00:00:00Z,,"1334,  Friday next after the Feast of Saint Mark the Evangelist (April 29]",,Hereford,,"1334, Friday next after the Feast of Saint Mark the Evangelist (April 29], GRANT, in fee-ferm,"
HCM 97,HCM 97,GRANT,GRANT in fee-farm,"Hereford, Herefordshire",Documented,1337-06-11T00:00:00Z,,"1337,  Wednesday the Feast of St,  Barnabas the Apostle jJune 11",,Hereford,"???|this record has OCR'ed only the second half of HCM 97, which runs across pp. 910-911;, bad OCR for continued? partial doc?, 1337, June 25","HCM 97, gont'a., 1337, Wednesday the Feast of St, Barnabas the Apostle jJune 11, GRAN? in fee-farm, 1537, Wednesday next after the Feast of the Nativity of St. John the Baptist ‘Sune 25, GRANT"
HCM 99,HCM 99,GRANT,GRANT in fee-farm,"Hereford, Herefordshire",Documented,1337-06-25T00:00:00Z,,1337. Wednesday next after the Feast of the   Nativity of St. John the Baptist [June 25).,,Hereford,,"1337. Wednesday next after the Feast of the   Nativity of St. John the Baptist [June 25)., GRANT in fee-farm"
HCM 182,HCM 182,GRANT,GRANT in fee-farm,"Hereford, Herefordshire",Documented,1340-06-30T00:00:00Z,,"1340,  Friday next after the Feast of the ,   Passton of Peter and Paul the Apostles L? June ie 1",,Hereford,,"1340, Friday next after the Feast of the ,  Passton of Peter and Paul the Apostles L? June ie 1, GRANT in fee-farm"
HCM 250,HCM 250,GRANT,GRANT in fee-farm,"Chesthunt, Herefordshire",Documented,1343-02-18T00:00:00Z,,"1342/3,  Tuesdey next efter the Feast of St. ,   Valentine the martyr | February 18]",,Chesthunt,"Verbatim copy of HCM 237 (p.929), except that THAT copy does NOT include the clause here  (Prior to Given At) concerning rent","HCM 250, 1342/3, Tuesdey next efter the Feast of St. ,  Valentine the martyr | February 18], GRANT in fee-farm"
HCM 82,HCM 82,GRANT,GRANT in fee-farm,"Hereford, Herefordshire",Documented,1350-03-12T00:00:00Z,,"1349/50,  Friday the Feast of St. Gregory,  Pope [March 12|",,Hereford,,"1349/50, Friday the Feast of St. Gregory, Pope [March 12|, GRANT in fee-farm"
HCM 275,HCM 275,GRANT,GRANT in fee-farm,"Hereford Cathedral, Chapter House",Documented,1350-09-27T00:00:00Z,,"1350,  Monday next before the Feast   of St,  iichael the Archengel (September 27]",,the c es at Hereford,,"1350, Monday next before the Feast   of St, iichael the Archengel (September 27], GRANT in fee-farm"
HCM 183,HCM 183,GRANT,GRANT in fee-farm,"Hereford, Herefordshire",Suggested,1351-05-18T00:00:00Z,,"1351,  ednesday next before the Feast .   of St,  Ethelbert May 18)",,,land in & people of Hereford city,"1351, ednesday next before the Feast .   of St, Ethelbert May 18), GRANT in fee-farm"
HCM 104,HCM 104,GRANT,GRANT in fee-farm,"Hereford, Herefordshire",Documented,1356-03-28T00:00:00Z,,"1356,  Monday next after the Feast of the ,   Annuneiation of St. Mary the Virgin (March 28)",,Hereford,Penelope index has 1355...|but typescript seems unambiguous...,"1356, 1356, Monday next after the Feast of the ,  Annuneiation of St. Mary the Virgin (March 28), GRANT in fee-farm"
HCM 1292,HCM 1292,GRANT,GRANT in frank almoign,"Breinton, Herefordshire",Suggested,1275-01-01T00:00:00Z,1300-12-31T00:00:00Z,Late 13th. century,approx,,land in & people of Chirchebreynton & Hereford,"Late 13th. century, GRANT in frank-almoign"
HCM 2074,HCM 2074,GRANT,GRANT in frank almoign,"Hereford, Herefordshire",Documented,1282-09-14T00:00:00Z,,"1282,  the Feast of the Exaltation of the Holy Cross i,  September 14)",,Hereford,Grant in frank almoign,"1282, the Feast of the Exaltation of the Holy Cross i, September 14), GRANT in frank alwoin"
HCM 746,HCM 746,GRANT,GRANT in frank almoign,"Hereford, Herefordshire",Documented,1310-01-01T00:00:00Z,1310-12-31T00:00:00Z,[circa 1310].,circa 1310,Hereford,,"[circa 1310]., GRANT in frank almoign"
HCM 492,HCM 492,GRANT,GRANT in frank almoign,"Kilpeck, Herefordshire|Kilpeck Castle, Herefordshire",Documented|Suggested,1327-10-18T00:00:00Z,,"1327,  October 18.",,Kylpek.,Kilpeck here = prob Kilpeck Castle,"1327, October 18., GRANT in frenk slmoign"
HCM 1885,HCM 1885,GRANT,GRAST,"Gloucester, St Peter's Abbey, Chapter House",Documented,1350-05-26T00:00:00Z,,"1350,  Wednesday in the Feast of St. ,   Augustine,  archbishop {May 26",,a at Gloucester,GRANT,"1350, Wednesday in the Feast of St. ,  Augustine, archbishop {May 26, GRAST"
RBLR 3603,RBLR 3603,GRANT,LICENSE TO GRANT,"Hereford, Herefordshire",Documented,1336-04-15T00:00:00Z,,1336.4.15,,Hereford,PRO C 143/238/14,1336.4.15 [*]
HCM 2305,HCM 2305,GRANT|CONFIRMATION|QUITCLAIM,"GRANT, CONFIRMATION, QUITCLAIM","Coity Castle, Glamorganshire, Wales",Documented,1303-04-01T00:00:00Z,,"1303,  April 1.",,Coytif,subdivide?,"1303, April 1., GRANT, CONFIRMATION, QUITCLAIM, Grant also and confirmation"
HCM 2298,HCM 2298,GRANT|QUITCLAIM,GRANT AND QUITCLAIM,"Coity Castle, Glamorganshire, Wales",Documented,1303-02-14T00:00:00Z,,"1302/3,  the day of St. Valentine the Martyr | February 14}",,Given at,,"1302/3, the day of St. Valentine the Martyr | February 14}, GRANT AND QUITCLAIM"
HCM 1447,HCM 1447,INDULGENCE,FORMS OF INDULGENCE,"Avignon, France",Suggested,1320-01-01T00:00:00Z,1320-12-31T00:00:00Z,|girea 1520.,approx,,circa 1320|promulgated with papal bull,"|girea 1520., FORMS OF INDULGENCE"
HCM 571,HCM 571,INDULGENCE,INDULGENCE,"Lugwardine, Herefordshire",Documented,1283-01-10T00:00:00Z,,"1282/3,  4 Ides of Jenuary January 10.",,Lugwardyn,"this doc (HCM 571) needs splitting from the second one (HCM 2128) below, cut everything below into its own doc","HCM 571, 1282/3, 4 Ides of Jenuary January 10., INDULGENCE, NOs. 2128"
HCM 1420,HCM 1420,INDULGENCE,INDULGENCE,"Boyton Castle, Wiltshire",Documented,1285-01-02T00:00:00Z,,"1284/5,  4 Non. January Jenuary 2",,Boyton’,"Boyton Castle = home of Hugh Giffard, father of Geoffrey Giffard Bp of Worcester (principal)","1284/5, 4 Non. January Jenuary 2, INDULGENCE"
HCM 1423,HCM 1423,INDULGENCE,INDULGENCE,"London, New Temple",Documented,1285-05-04T00:00:00Z,,"1285,  4 Non. May. [May 4].",,New Temple,,"1285, 4 Non. May. [May 4]., INDULGENCE"
HCM 1422,HCM 1422,INDULGENCE,INDULGENCE,"London|London, Inn of the Bp of Carlisle",Documented|Suggested,1285-05-09T00:00:00Z,,"1285,  7 Ides May [May 9].",,London,possibly at London Inn of the Bp of Carlisle in Strand,"1285, 7 Ides May [May 9]., INDULGENCE"
HCM 1424,HCM 1424,INDULGENCE,INDULGENCE,"London|London, Inn of the Bp of Rochester, Lambeth",Documented|Suggested,1286-04-27T00:00:00Z,,"1286,  5 Kal,  May [april 27)",,London,possibly at London Inn of the Bp of Rochester at Lambeth,"1286, 5 Kal, May [april 27), INDUIGENCE"
HCM 1425,HCM 1425,INDULGENCE,INDULGENCE,"Hereford, Herefordshire",Documented|Suggested,1289-07-20T00:00:00Z,,"1289,  13 Kal. August LJuly 20.",,Hereford,,"1289, 13 Kal. August LJuly 20., INDULGENCE"
RBLR 1101,"RBLR 1101, HCM 2872",INDULGENCE,INDULGENCE,"Hereford, Herefordshire",Documented,1311-01-12T00:00:00Z,,1311.1.12,"1310/11,  Tuesday next after the Feast of the Epiphany [Jan. 12].",Hereford,HCM 2872|INCLUDED|Project RBLR Completion,"1311.1.12, INDULGENCE"
HCM 1427,HCM 1427,INDULGENCE,INDULGENCE,"Hereford, Herefordshire",Documented,1318-09-15T00:00:00Z,,"1318,  17 Kal,  October September 15.",,Hereford,,"1318, 17 Kal, October September 15., INDULGENCE"
HCM 1429,HCM 1429,INDULGENCE,INDULGENCE,"London|London, Inn of the Bp of Salisbury",Documented|Suggested,1320-10-22T00:00:00Z,,"1520,  11 Kal,  November \October 22",,London,1320|possibly at London Inn of the Bp of Salisbury,"1520, 11 Kal, November \October 22,, INDUIGENCE"
HCM 1430,HCM 1430,INDULGENCE,INDULGENCE,"London|London, Inn of the Bp of Chichester",Documented|Suggested,1320-10-22T00:00:00Z,,"1320,  11 Kal,  November [October 22)",,London,poss at London Inn & Garden of the Bishop of Chichester Chancery Lane,"1320, 11 Kal, November [October 22),, INDULGENCE"
HCM 1428,HCM 1428,INDULGENCE,INDULGENCE,"London|London, Inn of the Bp of Bath & Wells",Documented|Suggested,1320-10-23T00:00:00Z,,"1320,  10 Kal,  November October 23",,London,possibly at London Inn of the Bishop of Bath and Wells nr St Clement's Danes outside Temple Bar,"1320, 10 Kal, November October 23,, INDULGENCE"
HCM 1431,HCM 1431,INDULGENCE,INDULGENCE,"Cawood Castle, Yorkshire",Documented,1321-04-14T00:00:00Z,,"1321,  18 Kal. May  April 14.",,Cawode,Cawood Castle = primary residence of Archbp of York,"1321, 18 Kal. May  April 14., INDULGENCE"
HCM 1421,HCM 1421,INDULGENCE,INDULGENCE,"Hereford, Herefordshire",Documented,1324-04-07T00:00:00Z,,"1324,  7 Ides April jspril 7.",,Hereford,,"1324, 7 Ides April jspril 7., INDUIGENCE"
HCM 1432,HCM 1432,INDULGENCE,INDULGENCE,"Peterhayes Palace, Yarnscombe, Devon",Documented,1327-04-26T00:00:00Z,,"1327,  April 26.",,Petresheghes,"Peterhayes Palace of the Bp of Exeter, Yarcombe, Devon","1327, April 26., INDULGENCE"
HCM 1433,HCM 1433,INDULGENCE,INDULGENCE,"Hereford, Herefordshire",Documented,1328-04-07T00:00:00Z,,"1328,  April 7.",,Hereford,1320,"1328, April 7., INDULGENCE, 1523, Saturday after the Feast of ,   Saint Dionysius october 151s, LETTER OF QUITTANCE, 1520, November 20., LETTERS PATENT"
HCM 1426,HCM 1426,INDULGENCE,NDULGENCE,"Hereford, Herefordshire",Documented,1291-04-15T00:00:00Z,,"1291,  April 15.",,Hereford,,"1291, April 15., NDULGENCE"
RBLR 4901,RBLR 4901,INDULGENCE,PLENARY INDULGENCE,"Avignon, France",Documented,1349-02-24T00:00:00Z,,1349.2.24,,Avignon,CPP,"1349.2.24, plenary indulgence"
RBLR 5002,RBLR 5002,INDULGENCE,PLENARY REMISSION,"Avignon, France",Documented,1350-04-07T00:00:00Z,,1350.4.7,,Avignon,"CPP ""plenary remission in the hour of death""","1350.4.7, plenary remission in the hour of death"
HCM 1061,HCM 1061,INSPEXIMUS/CONFIRMATION,CONFIRMATION,"Bosbury Palace Bishop's Manor, Herefordshire",Documented,1295-04-09T00:00:00Z,,"1295, April 9",,Bosebury,embedded doc?,"1295, April 9,, CONFIRMATION"
HCM 2161,HCM 2161,INSPEXIMUS/CONFIRMATION,CONFIRMATION,"Bosbury Palace Bishop's Manor, Herefordshire",Documented,1309-06-10T00:00:00Z,,"1309,  June 10.",,Bosebury,"bad OCR needs correcting: correct doc # = ""HCM 2161"", current doc # (""HCM 2151')is incorrect (HCM 2151 actually dates to 1395)","1309, June 10., CONFIRMATION"
RBLR 3204-em2,RBLR 3204-em2,INSPEXIMUS/CONFIRMATION,CONFIRMATION,"Hartlebury Castle Chapel, Worcestershire",Documented,1332-07-17T00:00:00Z,,17 July],,chapel of Hartlebury,"(embedded doc 2)|1332, July 17, (embedded doc 2)|Confirmation","17 July], confirm"
HCM 2291,HCM 2291,INSPEXIMUS/CONFIRMATION,CONFIRMATION,"Hereford, Herefordshire",Suggested,1346-11-03T00:00:00Z,,"1346,  November 3.",,,confirmation by Dean of H,"1346, November 3., CONFIRMATION"
RBLR 5102,RBLR 5102,INSPEXIMUS/CONFIRMATION,CONFIRMATION,"Villeneuve-lès-Avignon, Occitanie, France",Documented,1351-05-12T00:00:00Z,,1351.5.12,,"Villeneuve-lès-Avignon, Occitanie, France",CPL collation to Doddington on death of RB,"1351.5.12, Confirmation"
HCM 2735,HCM 2735,INSPEXIMUS/CONFIRMATION,CONFIRMATION,"Hereford, Herefordshire",Suggested,1355-06-16T00:00:00Z,,"1355, June 16",,,conf by Dean of H,"1355, June 16, CONFIRMATION"
HCM 2837,HCM 2837,INSPEXIMUS/CONFIRMATION,INSPEXIMUS,"Orvieto, Italy",Documented,1282-09-01T00:00:00Z,,"1282,  Kal. Sept. Sept. 1.",,Orvieto,date of inspex,"1282, Kal. Sept. Sept. 1., INSPEXIMUS"
HCM 1339,HCM 1339,INSPEXIMUS/CONFIRMATION,INSPEXIMUS,"Orvieto, Italy",Documented,1282-11-05T00:00:00Z,,"1282,  Non. November November 5.",,Orvietos,"candidate for making into two documents: HCM 1339 dating 1282, and another contained w/in dating 1273 at Orvieto by notary J de Frebis|but since 1273 = earlier than our parameters anyway, never mind?","HCM 1339, 1282, Non. November November 5., INGPEXIMUS"
HCM 308,HCM 308,INSPEXIMUS/CONFIRMATION,INSPEXIMUS and CONFIRMATION,"Hereford, Herefordshire",Suggested,1275-01-01T00:00:00Z,1325-12-31T00:00:00Z,Late 13th. - early 14th.century,approx,,INSPEXIMUS and confirmation|Hereford witn but also Stretton surnames,"Late 13th. - early 14th.century, INSPEAIMUS and confirmation"
HCM 2246,HCM 2246,INSPEXIMUS/CONFIRMATION,INSPEXIMUS and CONFIRMATION,RESEARCH,Uncertain,1312-12-28T00:00:00Z,,"1312, December 28",,,"[where was Ed II on this date?]|date of inspeximus, but no need for additional docs, as embedded charters are pre 1282, this COPY of inspeximus is dated 1312 Dec 28, the same date as the ORIGINAL of the INSPEXIMUS (not to be confused with the much earlier embedded charter being confirmed)--basically two copies of same doc but notable even so","1312, December 28, INSPEXIMUS, Copy"
HCM 2262,HCM 2262,INSPEXIMUS/CONFIRMATION,INSPEXIMUS and CONFIRMATION,RESEARCH,Uncertain,1312-12-28T00:00:00Z,,"1312, December 28",,,see HCM 2246 (of which this is original),"1312, December 28, INSPEXIMUS"
HCM 2096,HCM 2096,INSPEXIMUS/CONFIRMATION,INSPEXIMUS and CONFIRMATION,"Hereford Cathedral, Chapter House",Documented,1315-05-25T00:00:00Z,,"1315, May 25",,chapter,date of inspex & confirmation,"1315, May 25, INSPEXIMUS and confirmation"
HCM 2100,HCM 2100,INSPEXIMUS/CONFIRMATION,INSPEXIMUS and CONFIRMATION,"Hereford Cathedral, Chapter House",Documented,1319-04-13T00:00:00Z,,"1319,  April 13.",,chapter of Hereford,"date of Inspeximus, separate into two docs?","1319, April 13., INSPEXIMUS and confirmation"
HCM 1892,HCM 1892,INSPEXIMUS/CONFIRMATION,INSPEXIMUS and CONFIRMATION,"Sugwas Court Bishop's Palace, Herefordshire",Documented,1323-02-14T00:00:00Z,,"1322/3,  February 14",,Sugwas,"this date for Inpsex & confirm, INSPEXIMUS AND CONFIRMATION","1322/3, February 14,, INGSPSXIMUS and CONFLRMATION"
HCM 1899,HCM 1899,INSPEXIMUS/CONFIRMATION,INSPEXIMUS and CONFIRMATION,"Hereford Cathedral, Chapter House",Documented,1324-04-06T00:00:00Z,,"1324, April 6",,chapter-house of Hereford,"this date for Inspex, subdivide","1324, April 6,, INSPEXIMUS AND CONFIXMATION"
HCM 2932e,HCM 2932e,INSPEXIMUS/CONFIRMATION,INSPEXIMUS and CONFIRMATION,RESEARCH,Uncertain,1325-01-01T00:00:00Z,1375-12-31T00:00:00Z,mid 14th century,approx,,confirmation by Ed III of jury ruling RE property jurisdictions in Hereford,"?mid 14th century]., INSPEXIMUS"
RBLR 3003,"RBLR 3003, HCM 2089",INSPEXIMUS/CONFIRMATION,INSPEXIMUS and CONFIRMATION,"Hereford Cathedral, Chapter House",Documented,1330-07-01T00:00:00Z,,"1330, July 1",date of inspeximus,chapter,was HCM 2089a|RE-CLASSIFIED as HCM 2089,"1330, July 1, INSPEXIMUS AND CONFIRMATION"
