Document Number,Normalized text,QUOTE_TRANSCRIPTION,Alternate Numbering,UUID,Person ID,Supplemental naming,COMMENTS,TAGS,Unhandled Tags 2,Clerical?,Patronymic?,Named by,Scribe,Principal,Witness,Dead,Gender
HCM 1734,Richard Berde de Ledbury,Richard berde,,1a379293-c3ea-4413-bff7-28ee08118f8b,0184eed5-e71f-4713-a176-654b540c9777,,,Witness,,,,,,,Witness,,M
HCM 1734,Giles le Ferour,Giles le Ferur,,13a714e1-c5b2-4e99-b931-c60ea96fe571,13a714e1-c5b2-4e99-b931-c60ea96fe571,,ferour = iron worker,Witness,,,,,,,Witness,,M
HCM 1734,Walter de Weston,Walter de Weston’,,7b927b89-b969-4871-bcdf-ffeb612db218,3e46cc67-75c5-46e5-8da8-d77a655c2285,,,Witness,,,,,,,Witness,,M
HCM 1734,Ralph Berde of Ledbury,Randolphe Berde,,fdd2584b-1f51-4bee-b299-1579b3fe2212,4d96e178-f304-4303-87b7-30a884508036,,,Neighbor,Neighbor,,,,,,,,M
HCM 1734,master and brethren of St Katherine's Hospital Ledbury,"Hospital of the Blessed Katherine at Ledbury,",,1a4dfab0-8bc6-4bc6-a990-f21f7ed55da1,7f653fe7-34d6-48c8-841f-65055ea5679f,master and brethren of St Katherine's Hospital Ledbury,,Lease-Holder|Clerical|Collective,,True,,Collective,,,,,M
HCM 1734,William de Preston,William de Preston’,,8814502b-5e96-42ee-8635-9d81d22ee3ba,8814502b-5e96-42ee-8635-9d81d22ee3ba,,"son to Juliana, HCM 2503, probably",Principal,,,,,,Principal,,,M
HCM 1734,Hugh de Sothynton',"Hugh de Sothynton', clerk",,ae494e28-baaf-4fcd-b5bd-89dd30c644cb,ae494e28-baaf-4fcd-b5bd-89dd30c644cb,clerk,,Principal|Clerical,,True,,,,Principal,,,M
HCM 1734,Ralph le Botiler,Ralph le Botiler,,e6653378-6444-4952-86dd-ca98fa29b69c,e6653378-6444-4952-86dd-ca98fa29b69c,,,Witness,,,,,,,Witness,,M
HCM 1734,Roger Pelliparie,Roger Pelliparie,,f0ab0d90-9d6a-4078-93dd-0fedb2d327ae,f0ab0d90-9d6a-4078-93dd-0fedb2d327ae,,,Witness|Scribe,,,,,Scribe,,Witness,,M
HCM 1736,Ralph de Hengham,Ralph de Hengham,,37a89010-4996-4e6d-9ff1-c85ec714b298,37a89010-4996-4e6d-9ff1-c85ec714b298,,king's justice,Adjudicator,Adjudicant,,,,,,,,M
HCM 1736,Peter Malorre,Peter Malorre,,65aef4ea-64a1-4f00-a5f8-c35940dd0196,65aef4ea-64a1-4f00-a5f8-c35940dd0196,,king's justice,Adjudicator,Adjudicant,,,,,,,,M
HCM 1736,Roger de la Grene de Bulleye,Roger de la Grene de Bulleye,,7896ee44-ba03-4804-9fba-b253fa15319e,7896ee44-ba03-4804-9fba-b253fa15319e,husband to Alice,"concerns manor of Bulleye, Gloucs.--W of Glouc, nr Highnam",Principal,,,,,,Principal,,,M
HCM 1736,Lambert de Trikingham,"Lambert de Trikingham, justices",,a0b5d4e1-6f8a-4e79-9c94-e42bca68384f,a0b5d4e1-6f8a-4e79-9c94-e42bca68384f,justices,,Adjudicator,Adjudicant,,,,,,,,M
HCM 1736,Alice wife of Roger de la Grene de Bulleye,Alice his wife,,abe70ac9-6f32-44ce-9544-cb6ce2e1f89d,abe70ac9-6f32-44ce-9544-cb6ce2e1f89d,his wife,wife to Roger de la Grene de Bulleye,Principal|Woman,,,,,,Principal,,,W
HCM 1736,William de Bereford,"William de Bereford',",,b1756e1d-f22c-42d0-bc2e-c6a0f1d97203,b1756e1d-f22c-42d0-bc2e-c6a0f1d97203,,king's justice,Adjudicator,Adjudicant,,,,,,,,M
HCM 1736,Elias de Bekynham,Elias de Bekynham,,b214cc5f-9420-49ab-9cdf-61002a6df7d7,b214cc5f-9420-49ab-9cdf-61002a6df7d7,,king's justice,Adjudicator,Adjudicant,,,,,,,,M
HCM 1736,John de Okle Clifford,"John de Acle, chaplain",,e6cb9006-2ef5-4b59-8c55-7cb959da34ba,8c37142c-8a64-4317-9dda-c90836a66373,chaplain,"property nr Bulley, so prob Ocle near Newent (Okle Clifford)",Principal|Clerical,,True,,,,Principal,,,M
HCM 1736,William Howard,William Howard',,ea3999f5-3c89-4332-b148-1936e77033a8,ea3999f5-3c89-4332-b148-1936e77033a8,,king's justice,Adjudicator,Adjudicant,,,,,,,,M
HCM 174,John Ellis,"John Elys,",,37e6fca3-721a-40f7-8a10-07b6f3e8be7e,37e6fca3-721a-40f7-8a10-07b6f3e8be7e,,,Witness,,,,,,,Witness,,M
HCM 174,Walter de Hope,Walter de Hope,,4ea3146d-0955-4b68-9bd3-1bd1c6161142,4ea3146d-0955-4b68-9bd3-1bd1c6161142,,"Hope Wolworth, i.e. Woolhope? or Hope under Dinmore, nr Leominster?",Witness|Scribe,,,,,Scribe,,Witness,,M
HCM 174,Robert Savage,Robert Sauage,,7c20a225-0555-492b-b8d2-fe9032f6bdfd,7c20a225-0555-492b-b8d2-fe9032f6bdfd,,,Principal,,,,,,Principal,,,M
HCM 174,lord(s) of the fee,the fee,,2a5d63e8-feed-45c5-93a2-4a7591c47f67,949cae31-0858-4532-ac3f-cccf11642131,,,Office,,,,Office,,,,,M
HCM 174,John de la Barewe,John de la Barwe,,bad5fe33-931a-4cde-bb85-ec246d72e18b,9f198569-1a34-4d35-835d-0b7dea068a59,,,Neighbor,Neighbor,,,,,,,,M
HCM 174,Walter the Fisherman of Rotherwas,Walter the fisherman (piscator) of Retherwas,,ccf65e9a-6586-4bb1-bdf3-d7c85e9bd84b,ccf65e9a-6586-4bb1-bdf3-d7c85e9bd84b,,,Neighbor,Neighbor,,,,,,,,M
HCM 174,Philip le Werrour,Phillip le Werour.,,d19a2b84-a064-4302-80b0-a1e1d81c1821,d19a2b84-a064-4302-80b0-a1e1d81c1821,,,Principal,,,,,,Principal,,,M
HCM 174,King Edward II,king,,bc98edae-1fa3-4738-89bb-83efe2753b01,d4581268-48f2-45c8-8655-11affadc8472,,,Office,,,,Office,,,,,M
HCM 174,Nicholas de Werham,Nicholas de Werham,,092c6f4d-1e1c-4a53-a51a-aee531295660,dee9ac7a-f3ba-4d4e-b653-51b999e497dd,,,Witness,,,,,,,Witness,,M
HCM 174,Adam le Porter,"Adam le Porter, bailiff of the fee",,e76e3c35-83b6-4643-ad2c-d40778a96805,e76e3c35-83b6-4643-ad2c-d40778a96805,bailiff of the fee,,Witness|Agent,Agent,,,,,,Witness,,M
HCM 174,Walter Brond,Walter Brond,,e900dc03-d7d3-47c0-adbb-66e5fc697987,e900dc03-d7d3-47c0-adbb-66e5fc697987,,,Witness,,,,,,,Witness,,M
HCM 174,John le Werrour,John le Werour,,72aa9723-3c96-4d1f-9ee5-c795aec9a255,fa4bd9d5-7d76-4c81-b1a0-346fe2483547,,,Neighbor,Neighbor,,,,,,,,M
HCM 1746,John le Smith of Cutberley's wife,his wife,,2bbfd40c-9b4d-43ea-9757-f9d2b1dc96d6,2bbfd40c-9b4d-43ea-9757-f9d2b1dc96d6,,,Principal|Woman|Office,,,,Office,,Principal,,,W
HCM 1746,John Thoky de Breynton,"John, abbot, and the convent of St. Peter's, Gloucester",,a55b39fe-bd7e-41e3-ba7e-9e2059c75df8,7e72492a-7df0-4132-9f99-11f820f0874a,abbot of St Peter's Gloucester,,Principal|Clerical|Collective,,True,,,,Principal,,,M
HCM 1746,abbot and convent of St Peter's Gloucester,,,,aabade39-f8ba-481c-a646-3dda1233051f,,,,,,,Collective,,Principal,,,
HCM 1746,Walter le Calewe,Walter le Calewe,,e8e58a26-8ad7-49b3-88de-cb434f79fb37,e8e58a26-8ad7-49b3-88de-cb434f79fb37,,,Lease-Holder,,,,,,,,,M
HCM 1746,John le Smith of Cutberley,"John le Smyth',",,f6a09683-8a39-4c60-b85d-714994177063,f6a09683-8a39-4c60-b85d-714994177063,,,Principal,,,,,,Principal,,,M
HCM 1747,Ralph Hathewy,Ralph Hathewy,,187737b7-9831-4938-a36c-1a3d781c1105,187737b7-9831-4938-a36c-1a3d781c1105,,,Neighbor,Neighbor,,,,,,,,M
HCM 1747,Roger Edrich,Roger Edryt',,223dae8b-28d5-480e-a42e-c339f2ce4aa8,223dae8b-28d5-480e-a42e-c339f2ce4aa8,,cf HCM Hugh & Robert Edrich (is Roger a mistake for Robert?); cf Roger son of Edricus earlier,Witness|Scribe,,,,,Scribe,,Witness,,M
HCM 1747,Richard de Boyfeld de Minsterworth,Richard de Boyfeld of the manor of Ministrewurth',,30514833-3c05-425e-a319-b13fc253b179,30514833-3c05-425e-a319-b13fc253b179,,,Principal,,,,,,Principal,,,M
HCM 1747,William de Boyfeld,William de Boyfeld,,39b1980f-eb9e-4385-b5a2-402b342f17ca,39b1980f-eb9e-4385-b5a2-402b342f17ca,,William de Boyfeld',Witness,,,,,,,Witness,,M
HCM 1747,John de Clynton,"John de Clynton',",,91a30f17-ff0b-4568-ad5a-e3de582f9ec7,91a30f17-ff0b-4568-ad5a-e3de582f9ec7,,,Neighbor,Neighbor,,,,,,,,M
HCM 1747,William Chaunt'el,"William Chaunt'el,",,b1ab0a67-8d82-461c-a6fa-33f44f0380d3,b1ab0a67-8d82-461c-a6fa-33f44f0380d3,,,Witness,,,,,,,Witness,,M
HCM 1747,William de Southham,"William de Southham', burgess of Gloucester,",,b4444613-24e7-4cfd-94ac-37e68e9fc69e,b4444613-24e7-4cfd-94ac-37e68e9fc69e,burgess of Gloucester,,Principal,,,,,,Principal,,,M
HCM 1747,Roger de Minsterworth,Roger de Ministrewurth',,dc1d1824-248f-4ad7-b447-eb24df08d885,dc1d1824-248f-4ad7-b447-eb24df08d885,,,Witness,,,,,,,Witness,,M
HCM 1747,William Colrugge de Aston,William de Astone,,975d2008-f6f1-4568-b975-6d0bd848960f,e5ddb117-f2d8-422d-8df6-ba86d5d56d09,,formerly|1319|Munstreworth ; prob distinct from Wm de Ashtone of HCM 1613,Neighbor,Neighbor,,,,,,,,M
HCM 1747,Nicholas de Boyfeld,Nicholas de Boyfeld',,17c41cb6-401d-41e5-8063-965b17b32dac,e8eb246f-7fae-4e17-9ac1-9876e5b7133e,,,Witness,,,,,,,Witness,,M
HCM 1747,Richard Wilkyn,Richard Wylekyn,,f6646744-003a-4c20-ad09-d67ff38bc189,f6646744-003a-4c20-ad09-d67ff38bc189,,,Neighbor,Neighbor,,,,,,,,M
HCM 1750,Matilda de Estenore,Matilda de Estonor'.,,0132b6b1-d70b-4d09-b1d0-8b8766a2869d,0132b6b1-d70b-4d09-b1d0-8b8766a2869d,,,Neighbor|Woman,Neighbor,,,,,,,,W
HCM 1750,Richard Berde de Ledbury,Richard Beherd' of the same place,,9f19720f-e982-4eab-b37a-869d810d73f4,0184eed5-e71f-4713-a176-654b540c9777,,"i.e. Richard Berde de Ledbury, husband to Alena",Principal,,,,,,Principal,,,M
HCM 1750,Walter de Weston,"Walter de Westone,",,d243cd64-fde0-4d9c-96f8-a2088cf70808,3e46cc67-75c5-46e5-8da8-d77a655c2285,,,Witness,,,,,,,Witness,,M
HCM 1750,William Eseger I of Ledbury,(William daipiep),,6fcff038-262a-4392-8172-7421bd8d315c,0a2e5685-0f9d-4544-b727-0c5029b373fa,,William [Estker i.e Esegar]: name begun then deleted by scribe; 1324/5 doc; cf HCM 582 (1322),Witness,,,,,,,Witness,,M
HCM 1750,master and brethren of St Katherine's Hospital Ledbury,"brethren of the Hospital of St. Katherine of Ledebur',",,6d701cad-af46-4190-8f2b-0296cfbd9b8c,7f653fe7-34d6-48c8-841f-65055ea5679f,master and brethren of St Katherine's Hospital Ledbury,,Neighbor|Collective|Clerical,Neighbor,True,,Collective,,,,,M
HCM 1750,Adam Benet of Ledbury,Adem Beneth de Ledebur';,,a52bb40f-7c8d-4e49-b973-429744a9d90e,a52bb40f-7c8d-4e49-b973-429744a9d90e,,"Berde, possibly?",Principal,,,,,,Principal,,,M
HCM 1750,Stephen Eseger,"Stephen Estker,",,c3d4825c-0fb7-41c2-bff8-17ae437c55d8,c3d4825c-0fb7-41c2-bff8-17ae437c55d8,,,Witness,,,,,,,Witness,,M
HCM 1750,Roger Eseger,"Roger Estker,",,a2b6efcc-3a10-4c59-af6c-b2de1a6f2b46,cbb622a5-0293-452e-a5ab-c32843cbd931,,,Witness,,,,,,,Witness,,M
HCM 1750,Henry le Skynnar,Henry the pelterer.,,daae24a6-5a96-43ad-8275-16168cc608f1,d910e856-8753-4c8c-81e7-4c966d5fc008,,,Witness|Scribe,,,,,Scribe,,Witness,,M
HCM 1750,Henry de la Keldepirie,Henry de la Keldepirie,,e3c6603a-fae6-4c39-95de-8d2bf14d94c8,e3c6603a-fae6-4c39-95de-8d2bf14d94c8,,,Neighbor,Neighbor,,,,,,,,M
HCM 1750,Alena wife of Richard Berde de Ledbury,"Alena, his wife",,5faab1e9-bd7f-4f83-a79e-1bf9e3095ca3,ee693867-aa22-4463-a9bf-393d214b901f,wife of Richard Berde de LEdbury,,Principal|Woman,,,,Husband,,Principal,,,W
HCM 1750,William le Broy,"William le Broy,",,ffcf3e24-6cfe-4646-8fad-fbd4d6a232b6,ffcf3e24-6cfe-4646-8fad-fbd4d6a232b6,,"cf p. 302, 342",Witness,,,,,,,Witness,,M
HCM 1751,Richard Berde de Ledbury,Richard Perot de Ledebur',,41755b06-332d-42cd-815d-2510bbbfe93f; 72c01206-f047-4b3a-ad63-a701b42fdc75,0184eed5-e71f-4713-a176-654b540c9777,,husband to Alyna,Principal,,,,,,Principal,,,M
HCM 1751,Walter Caperun,Walter Caperun,,1bde28b8-f01b-42d6-9739-d817e38b587a,1bde28b8-f01b-42d6-9739-d817e38b587a,,,Witness,,,,,,,Witness,,M
HCM 1751,rector of Estenore,rector of the church of Estenovere,,1e83fa4e-6be8-4c98-a93c-528060cdb210,1e83fa4e-6be8-4c98-a93c-528060cdb210,rector of Estenore,,Neighbor|Clerical|Office,Neighbor,True,,Office,,,,,M
HCM 1751,Ralph Berde of Ledbury,Ralph Berde,,255ecefa-0b55-4a98-8e46-f3ebaf388103,4d96e178-f304-4303-87b7-30a884508036,,,Witness,,,,,,,Witness,,M
HCM 1751,Richard le Forster,"Richard le Forster,",,4e2fa7c2-4061-456f-86fd-c750892ba4b3,4e2fa7c2-4061-456f-86fd-c750892ba4b3,,,Witness,,,,,,,Witness,,M
HCM 1751,William Crodele,William Crodele,,d4121b35-cb9b-41c8-a930-bad77496741f,d4121b35-cb9b-41c8-a930-bad77496741f,,,Neighbor,Neighbor,,,,,,,,M
HCM 1751,John de Underdoune,John de Underdoune,,d80e41a7-4ca0-417e-bf82-69042d51ec35,d80e41a7-4ca0-417e-bf82-69042d51ec35,,,Neighbor,Neighbor,,,,,,,,M
HCM 1751,Ralph le Botiler,Ralph le Botiler,,ad827e4b-88e7-4b16-a615-10cf6c725379,e6653378-6444-4952-86dd-ca98fa29b69c,,,Witness,,,,,,,Witness,,M
HCM 1751,Alena wife of Richard Berde de Ledbury,"Alyna, his wife",,ee693867-aa22-4463-a9bf-393d214b901f,ee693867-aa22-4463-a9bf-393d214b901f,wife of Richard Berde de LEdbury,,Principal|Woman,,,,Husband,,Principal,,,W
HCM 1751,Roger le Skinnar,Roger le Skynnar',,7dcabc88-6fa8-4bae-8315-99358d20f381,fd59531b-c50b-43cc-94ac-49761bd4ec1d,,,Witness|Scribe,,,,,Scribe,,Witness,,M
HCM 1752,Henry de Orleton,"Henry de Orletone,",,9f33a9f5-c091-4f7d-b1ec-4f65a5830eca,08309f15-2020-46d0-90c8-0dcfbde38723,,bailiff of king in H with Phillip le Werrour and Roger Penk,Witness|Agent,Agent,,,,,,Witness,,M
HCM 1752,William de Cirencester,"William de Cirescestre, goldsmith, of Hereford",,15c28993-4488-4640-84dd-89898bf46852,15c28993-4488-4640-84dd-89898bf46852,"goldsmith, of Hereford",,Principal,,,,,,Principal,,,M
HCM 1752,Richard Thurgrym,"Richard Thurgrim,",,cbee9a5f-d3ed-4c7e-9de5-18c07587f59a,1ce8efd0-c4f3-4377-ba68-ce10b4981461,,,Witness,,,,,,,Witness,,M
HCM 1752,William Godknave I,William Godknave,,f320870c-fa43-4e5c-aae3-36a23bb913fe,2ac2c7cc-3520-4513-8621-35dabf608dd6,,,Witness,,,,,,,Witness,,M
HCM 1752,William de Orleton,William de Orletone.,,335492a6-77d8-49f6-96a9-fb47c4740cf2,335492a6-77d8-49f6-96a9-fb47c4740cf2,,,Witness|Scribe,,,,,Scribe,,Witness,,M
HCM 1752,Robert Carpenter,Robert Carpentar',,39ed7e57-6f02-493a-9cb3-d1c4a55e1e4f,39ed7e57-6f02-493a-9cb3-d1c4a55e1e4f,,,Neighbor,Neighbor,,,,,,,,M
HCM 1752,William Inthehale,William Inthehale,,00cbfee8-ecea-4172-9f12-942122409df8,3a74b1b9-671c-4856-ac92-459b33103cc7,,,Neighbor,Neighbor,,,,,,,,M
HCM 1752,Roger Penk,"Roger Penk, then king's bailiffs at Hereford",,d1e16680-75e6-45d9-8185-d7daa3354f00,620d776e-ee05-4e28-a0f2-5c3be5ccb9a7,then king's bailiffs at Hereford,with Henry Orelton and Phillip le Werrour,Witness|Agent,Agent,,,,,,Witness,,M
HCM 1752,John de Seuenak,John de Sevenok',,6fa09cf3-fdae-40f4-b83a-f1cdc2eb160a,b5581852-7506-4bcf-9029-1609cc0a4015,,,Neighbor,Neighbor,,,,,,,,M
HCM 1752,John de Rotherwas,"John de Retherwas, citizen of Hereford",,c2699ab6-a1e7-495e-a72d-49dff84c6ee8,c2699ab6-a1e7-495e-a72d-49dff84c6ee8,citizen of Hereford,,Principal,,,,,,Principal,,,M
HCM 1752,Philip le Werrour,"Philip le Werrour,",,e38608f9-3a13-4ab1-b2ce-e18423734654,d19a2b84-a064-4302-80b0-a1e1d81c1821,,baillif with Henry Orleton and Roger Penk for King in H,Witness|Agent,Agent,,,,,,Witness,,M
HCM 1752,King Edward II,king,,0614f4be-bbaa-4c39-8355-8c1e1d28edf9,d4581268-48f2-45c8-8655-11affadc8472,,,Office,,,,Office,,,,,M
HCM 1753,Walter Thoky,"Walter Toky,",,2ab50848-9fd3-4f85-817e-e09eaaaf3ce6,1219e619-86d8-47dc-b8db-7fb4cfe212cd,,father to Thomas Toky,Principal,,,,,,Principal,,,M
HCM 1753,William de Mattesdone,"William de mattesdon',",,1302e211-9321-4f7a-a83a-8232360b08b0,1302e211-9321-4f7a-a83a-8232360b08b0,,"rel to principal, John de Mattesdon de Upton St Leonard? cf Mattresdon, Matresdon, Mattysdon (dyers, of Snedon, Glouc; Upton St Leonards) p.1110",Witness|Scribe,,,,,Scribe,,Witness,,M
HCM 1753,John de Brokworth',"John de Brokworth',",,1d46c503-e9a6-4dff-af21-f702b1ab2011,1d46c503-e9a6-4dff-af21-f702b1ab2011,,vicinity of Gloucester,Witness,,,,,,,Witness,,M
HCM 1753,Thomas de Ledbury,"Thomas de Ledebury, burgess of the vill of Glouwester,",,3dae5117-ff54-4f61-bdd0-3bd92e0b7385,3dae5117-ff54-4f61-bdd0-3bd92e0b7385,"burgess of the vill of Glouwester,",,Principal,,,,,,Principal,,,M
HCM 1753,Robert Passemer’,Robert Passemer’,,4a126471-9fb1-4f2f-8b1b-4d5313bfaa7a,4a126471-9fb1-4f2f-8b1b-4d5313bfaa7a,,,Witness,,,,,,,Witness,,M
HCM 1753,William le Clerk de Maisemore,"William the chaplain de Mayesmor,",,6f1265e6-1116-4731-a694-c9f2a8dfb545,708084c1-96e7-4253-8a10-94b1521ccbd4,,,Principal|Clerical,,True,,,,Principal,,,M
HCM 1753,Walter Brownyng,"Walter Brownynz',",,9f1f77f0-f004-49f9-8e77-ea062ae71e83,9f1f77f0-f004-49f9-8e77-ea062ae71e83,,,Witness,,,,,,,Witness,,M
HCM 1753,Walter Leuyot of Gloucester,"Walter Leuyot of Gloucester,",,aa6f5958-3766-4c30-9a6c-5c0cd2765a95,aa6f5958-3766-4c30-9a6c-5c0cd2765a95,,,Principal,,,,,,Principal,,,M
HCM 1753,John le Rous,John le Rous,,c0b06338-2812-435d-b92e-6fc940e88ffc,ba2d99b2-463a-43fa-aedf-15139f7b581f,,,Witness,,,,,,,Witness,,M
HCM 1753,John de Mattesdone de Upton,John de mattesdone de Opton';,,d25e28e0-9891-4c0d-9d43-a83841406ad8,d25e28e0-9891-4c0d-9d43-a83841406ad8,,,Principal,,,,,,Principal,,,M
HCM 1753,Thomas Toky,Thomas Toky son of Walter Toky,,d6a0d047-274f-42b4-b489-b932587d4651,d6a0d047-274f-42b4-b489-b932587d4651,son of Walter Toky,son to Walter Toky,Principal,,,,,,Principal,,,M
HCM 1753,Walter de Womburne of Gloucester,Walter de Womburne of the same vill,,e9755a71-bf9a-4cca-ae3b-573c37f3c971,e9755a71-bf9a-4cca-ae3b-573c37f3c971,,of Gloucester,Principal,,,,,,Principal,,,M
HCM 1753,Thomas de Mattesdone of Upton,his father Thoma,,ed20732e-9808-4f26-8b80-85bbef705bdc,ed20732e-9808-4f26-8b80-85bbef705bdc,father of John de Mattesdone of Upton,"i.e. Thomas, father to John de Mattesdone de Opton'",Dead|Lease-holder,Lease-holder,,,,,,,Dead,M
HCM 1754,John de Wyke,"John, prior of the cathedral church of Worcester, and the convent of the same place",,4bb3a6a3-b57c-4f94-a329-457fae81248b,4bb3a6a3-b57c-4f94-a329-457fae81248b,prior and convent of Worcester,(frater) prior 1301-1317,Principal|Clerical|Collective,,True,,Collective,,Principal,,,M
HCM 1754,John de St Briavel's,"John de Sancto Briavello, their fellow-monk",,8c4dff95-6329-4fb0-85ee-d38af13500d3,8c4dff95-6329-4fb0-85ee-d38af13500d3,proxy for prior and convent of Worcester,frater|monk of Worcester|named proxy for prior and convent; link to John son of Hugh of St Briavel's?,Principal|Clerical|Agent,Agent,True,,,,Principal,,,M
HCM 1754,prior and chapter of Worcester,"Frater John, prior of the cathedral church of Worcester, and the convent of the same place",,aabade39-f8ba-481c-a646-3dda1233051fz,cf69c579-01e5-4511-8d43-71d54f4535dc,,,,,,,Collective,,Principal,,,
HCM 1755,Ralph Hathewy,Ralph Hathewy,,5af6eaad-e9c0-46e5-a311-4d936e56f127,187737b7-9831-4938-a36c-1a3d781c1105,,,Neighbor,Neighbor,,,,,,,,M
HCM 1755,Roger Brit,Roger Brit.,,2fa336e4-51c3-4597-9e50-7288d14e87ad,2fa336e4-51c3-4597-9e50-7288d14e87ad,,,Witness|Scribe,,,,,Scribe,,Witness,,M
HCM 1755,Richard de Boyfeld de Munstreworth,Richard de Boifeld',,c7d0654d-355b-4413-a18b-708c41df8a4a,30514833-3c05-425e-a319-b13fc253b179,,,Lease-holder,Lease-holder,,,,,,,,M
HCM 1755,William de Boyfeld,"William de Boifeld',",,cbb3e824-76cc-4107-8203-f52e67c2b23e,39b1980f-eb9e-4385-b5a2-402b342f17ca,,"cf p.124, 135 (namesake, grandfather?)",Witness,,,,,,,Witness,,M
HCM 1755,John le Draper,"John le Draper, burgess of Gloucester,",,5a7b7742-b5a1-407d-a439-5f750bcfd6ff,5a7b7742-b5a1-407d-a439-5f750bcfd6ff,burgess of Gloucester,,Principal,,,,,,Principal,,,M
HCM 1755,John de Clynton,John de Clynton’,,59f681b7-acce-45d0-bb64-428e6f9d78e8,91a30f17-ff0b-4568-ad5a-e3de582f9ec7,,,Neighbor,Neighbor,,,,,,,,M
HCM 1755,William Chaunt'el,"William Chaunt'el,",,54cac99a-92ea-43a1-bd93-35523cad641c,b1ab0a67-8d82-461c-a6fa-33f44f0380d3,,,Witness,,,,,,,Witness,,M
HCM 1755,William de Southham,"William de Southham, burgess of Gloucester",,b81ca6aa-1dc3-422c-93ea-02870c15563d,b4444613-24e7-4cfd-94ac-37e68e9fc69e,burgess of Gloucester,,Principal,,,,,,Principal,,,M
HCM 1755,Roger de Minsterworth,"et de Munstr*,",,ba43f516-6b38-4abb-b382-9663ea9f4ba7,dc1d1824-248f-4ad7-b447-eb24df08d885,,Roger de Munstr',Witness,,,,,,,Witness,,M
HCM 1755,William Colrugge de Aston,"William Colrugge de Aston""",,e5ddb117-f2d8-422d-8df6-ba86d5d56d09,e5ddb117-f2d8-422d-8df6-ba86d5d56d09,,"cf HCM 1747, Wm de Astone = same guy, same page",Neighbor,Neighbor,,,,,,,,M
HCM 1755,Nicholas de Boyfeld,"Nicholas de Boifeld',",,e8eb246f-7fae-4e17-9ac1-9876e5b7133e,e8eb246f-7fae-4e17-9ac1-9876e5b7133e,,,Witness,,,,,,,Witness,,M
HCM 1755,Richard Wilkyn,Richard Wilkyn,,a22bac7e-840b-43ca-85da-c23db4edfa56,f6646744-003a-4c20-ad09-d67ff38bc189,,,Neighbor,Neighbor,,,,,,,,M
HCM 1766,Walter de Penebrugge,"Walter, rector of the church of Byford,",,91facbf2-fa81-403f-b45b-7e1489f19f3f,07fc174a-e4c4-460f-ad23-876557cae261,"rector of Byford,","Walter de Penebrugge = rector 1315, but gets Monnington 1316, so NOT him?",Agent|Clerical,Agent,True,,,,,,,M
HCM 1766,Pope John XXII,Pope John XXII,,d1e24c32-f9a5-4571-be49-e5e587c22574,315f9317-8b80-47ff-a6f9-7fa534a50ef8,,,Clerical,,True,,,,,,,M
HCM 1766,John abbot of Wigmore,"John, abbot of Wygemore, collector of tithes in the city end diocese of Herefor",,548dcec4-37f1-4d15-ad2a-25a12a6e061c,548dcec4-37f1-4d15-ad2a-25a12a6e061c,collector of tithes in the city end diocese of Hereford,collector of tithes in the city and diocese of Hereford,Principal|Clerical|Agent,Agent,True,,,,Principal,,,M
HCM 1766,dean and chapter of Hereford,Dean and chapter of Hereford.,,464a5595-0239-49a6-82fa-ea2d6a8171af,c5a27237-f2d1-40ec-976a-f21d8fbb4ff2,dean and chapter of Hereford,,Principal|Collective|Clerical,,True,,Collective,,Principal,,,M
HCM 1766,King Edward II,"Edward, King of England",,a8624540-9b7e-4372-b9a6-b4d4e10a262c,d4581268-48f2-45c8-8655-11affadc8472,King of England,,,,,,,,,,,
HCM 1767,Henry de Wolles,"henry de wolles,",,1084cc32-d396-4f52-ae36-582b2a9545ba,1084cc32-d396-4f52-ae36-582b2a9545ba,,,Principal,,,,,,Principal,,,M
HCM 1767,Walter Joye,"Walter Joye, chaplain",,137c5178-4b14-4107-ae9b-298710564045,137c5178-4b14-4107-ae9b-298710564045,chaplain,concerns tenements in Gower,Principal|Clerical,,True,,,,Principal,,,M
HCM 1767,John de Avne,John de Avne(?),,1ab1caae-cbbd-48cb-8144-c7f9e224bfcf,1ab1caae-cbbd-48cb-8144-c7f9e224bfcf,,,Principal,,,,,,Principal,,,M
HCM 1767,Llewelyn de Hunteley,"Liewelyn de Hunteley,",,1cfafb6f-8dbc-4b74-89ec-10f01d115bb8,1cfafb6f-8dbc-4b74-89ec-10f01d115bb8,,,Principal,,,,,,Principal,,,M
HCM 1767,John ap Waltier,"John ep Waltier,",,1d4641cf-43fb-4108-8a56-23430f89902b,1d4641cf-43fb-4108-8a56-23430f89902b,,,Principal,,,,,,Principal,,,M
HCM 1767,Isabella daughter of John de Langeton,isabella his daughter,,1d5234e0-5d0f-4a0f-a1df-221ebf6e58d2,1d5234e0-5d0f-4a0f-a1df-221ebf6e58d2,,daughter to John de Langeton,Principal|Woman,,,,,,Principal,,,W
HCM 1767,Thomas Perkyn,Thomas Perkyn,,27e2deb8-b429-448e-90d2-da34ab27c26d,27e2deb8-b429-448e-90d2-da34ab27c26d,,,Principal,,,,,,Principal,,,M
HCM 1767,Thomas de Sheynton,Thomas de Sheynton',,2b24ae5d-fdb5-4cdd-8e82-c1f926898c49,2b24ae5d-fdb5-4cdd-8e82-c1f926898c49,,"(second) husband to Alice, formerly wife of Roger son of Roger Ragoun",Principal,,,,,,Principal,,,M
